Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,2076238411,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,Not Available,339,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-2_Overall,Hours of physical-restraint use,0,2869,,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-2_18-64,Hours of physical-restraint use,0,1882,,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-2_65_Over,Hours of physical-restraint use,0,987,,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-3_Overall,Hours of seclusion,0,2869,,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-3_18-64,Hours of seclusion,0,1882,,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-3_65_Over,Hours of seclusion,0,987,,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-4_Overall,Patients discharged on multiple antipsychotic medications,Not Available,103,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-4_18-64,Patients discharged on multiple antipsychotic medications,Not Available,75,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-4_65_Over,Patients discharged on multiple antipsychotic medications,Not Available,28,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-5_18-64,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,4,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-5_65_Over,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-6_Overall,Post-discharge continuing care plan created,17,253,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-6_18-64,Post-discharge continuing care plan created,18,188,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-6_65_Over,Post-discharge continuing care plan created,Not Available,65,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,17,253,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-7_18-64,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,18,188,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,HBIPS-7_65_Over,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,65,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
47001F,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,20,291,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-2_Overall,Hours of physical-restraint use,0.07,8220,,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-2_18-64,Hours of physical-restraint use,0.1,5900,,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-2_65_Over,Hours of physical-restraint use,0,2320,,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-3_Overall,Hours of seclusion,0,8220,,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-3_18-64,Hours of seclusion,0,5900,,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-3_65_Over,Hours of seclusion,0,2320,,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-4_Overall,Patients discharged on multiple antipsychotic medications,11,106,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-4_18-64,Patients discharged on multiple antipsychotic medications,Not Available,64,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-4_65_Over,Patients discharged on multiple antipsychotic medications,Not Available,42,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,9,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-5_18-64,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-5_65_Over,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,7,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-6_Overall,Post-discharge continuing care plan created,17,303,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-6_18-64,Post-discharge continuing care plan created,18,206,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-6_65_Over,Post-discharge continuing care plan created,15,97,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,17,303,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-7_18-64,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,18,206,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,HBIPS-7_65_Over,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,15,97,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,390,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-2_Overall,Hours of physical-restraint use,0.45,26382,,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-2_18-64,Hours of physical-restraint use,0.58,15709,,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-2_65_Over,Hours of physical-restraint use,0.26,10673,,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-3_Overall,Hours of seclusion,0.12,26382,,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-3_18-64,Hours of seclusion,0.18,15709,,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-3_65_Over,Hours of seclusion,0.03,10673,,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-4_Overall,Patients discharged on multiple antipsychotic medications,9,200,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-4_18-64,Patients discharged on multiple antipsychotic medications,Not Available,121,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-4_65_Over,Patients discharged on multiple antipsychotic medications,Not Available,79,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,16,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-5_18-64,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,8,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-5_65_Over,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,8,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-6_Overall,Post-discharge continuing care plan created,66,431,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-6_18-64,Post-discharge continuing care plan created,69,252,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-6_65_Over,Post-discharge continuing care plan created,61,179,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,63,431,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-7_18-64,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,67,252,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,HBIPS-7_65_Over,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,58,179,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,92,718,Data submitted were based on a sample of cases/patients. following specific rules for selection.,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-2_Overall,Hours of physical-restraint use,0.16,2590,,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-2_18-64,Hours of physical-restraint use,0.2,2003,,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-2_65_Over,Hours of physical-restraint use,0,587,,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-3_Overall,Hours of seclusion,0,2590,,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-3_18-64,Hours of seclusion,0,2003,,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-3_65_Over,Hours of seclusion,0,587,,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-4_Overall,Patients discharged on multiple antipsychotic medications,Not Available,104,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-4_18-64,Patients discharged on multiple antipsychotic medications,Not Available,73,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-4_65_Over,Patients discharged on multiple antipsychotic medications,Not Available,31,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Inpatient Psychiatric Facility Measures,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,10,The number of cases/patients is too few to report for scoring; submitted data based on sample cases/patients following specific rules for selection.,01/01/2014,12/31/2014
