Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,PLATTSBURGH,NY,12901,CLINTON,5185627767,6.88547912287,5.51124040256,7.38548591542,8.5340366351
CARSON TAHOE REGIONAL MEDICAL CENTER,CARSON CITY,NV,89703,CARSON CITY,7754458000,6.31000932364,5.73259786452,7.94874737809,8.2851413239
MAYO CLINIC,JACKSONVILLE,FL,32224,DUVAL,9049532000,6.58196017562,7.63854718861,5.70086969848,8.33509752942
HILLCREST HOSPITAL,MAYFIELD HEIGHTS,OH,44124,CUYAHOGA,4403124500,8.26537316591,5.13029108537,7.49746081122,7.36270878329
MCLAREN - NORTHERN MICHIGAN,PETOSKEY,MI,49770,EMMET,2314874000,7.15818668841,5.52019910264,7.7471130855,7.82936998711
SOUTHWEST GENERAL HEALTH CENTER,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,4408168000,7.49437788096,5.8931199926,6.58979797417,8.26305777288
GLEN ROSE MEDICAL CENTER,GLEN ROSE,TX,76043,SOMERVELL,2548972215,6.00826009779,7.19743862308,6.2728327179,8.75919446544
ASHE MEMORIAL HOSPITAL,JEFFERSON,NC,28640,ASHE,3362467101,5.72559178913,6.68351140848,6.32627180298,9.43686402792
YAMPA VALLEY MEDICAL CENTER,STEAMBOAT SPRINGS,CO,80487,ROUTT,9708791322,5.67641749872,6.95072983173,7.17951080733,8.35762639062
MOUNT PLEASANT HOSPITAL,MOUNT PLEASANT,SC,29466,CHARLESTON,8437242954,6.60195386928,7.05953554327,6.80651206176,7.67462239352
MERCY HOSPITAL CASSVILLE,CASSVILLE,MO,65625,BARRY,4178476065,5.21554408276,9.00565738657,6.32627180298,7.58402382479
FIRSTHEALTH MOORE REGIONAL HOSPITAL,PINEHURST,NC,28374,MOORE,9107151000,6.51831584506,6.32453309919,7.10883292245,8.17619528312
MEMORIAL HOSPITAL PEMBROKE,PEMBROKE PINES,FL,33024,BROWARD,9549629650,7.18128449009,6.66631426763,7.00026042463,7.27665824752
CLARKE COUNTY HOSPITAL,OSCEOLA,IA,50213,CLARKE,6413422184,5.88823407597,7.97054615774,6.32627180298,7.93758113675
ALLEN PARISH HOSPITAL,KINDER,LA,70648,ALLEN,3377382527,5.37312591664,7.41327875221,6.42739936286,8.89616641823
SACRED HEART HOSPITAL ON THE GULF,PORT SAINT JOE,FL,32456,GULF,8502295600,5.88466761907,7.84795120236,6.63709190141,7.73854313419
FAITH COMMUNITY HOSPITAL,JACKSBORO,TX,76458,JACK,9405676633,5.23622988267,8.64830928978,5.44788731084,8.72428848912
BENSON HOSPITAL,BENSON,AZ,85602,COCHISE,5205862261,5.43633264423,7.41533539877,6.32627180298,8.87385474336
TAHOE FOREST HOSPITAL,TRUCKEE,CA,96161,NEVADA,5305876011,4.86180656941,7.66664098965,6.32627180298,9.19252128837
PENN PRESBYTERIAN MEDICAL CENTER,PHILADELPHIA,PA,19104,PHILADELPHIA,2156628000,7.83590605655,5.94544321111,8.00832202064,6.24658433208
JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,CA,95338,MARIPOSA,2099663631,4.38904657097,8.30981046045,6.32627180298,8.99141782479
LEWIS COUNTY GENERAL HOSPITAL,LOWVILLE,NY,13367,LEWIS,3153765200,5.4883571042,7.53049339229,6.32627180298,8.66780534435
NESHOBA COUNTY GENERAL HOSPITAL,PHILADELPHIA,MS,39350,NESHOBA,6016631200,5.38837187652,6.77991033381,6.56493974501,9.26910684706
MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,35570,MARION,2059216200,6.36618529911,7.39093300984,6.26913406519,7.9717596509
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,2115,SUFFOLK,6177325500,6.87809648483,6.12851865031,7.73665651744,7.24949727111
LADY OF THE SEA GENERAL HOSPITAL,CUT OFF,LA,70345,LAFOURCHE,9856326401,5.21261542558,8.26585223676,6.32627180298,8.17259930907
SANFORD HOSPITAL WEBSTER - CAH,WEBSTER,SD,57274,DAY,6053453336,5.20415274963,8.54914341722,6.32627180298,7.86917862437
ARKANSAS SURGICAL HOSPITAL,NO LITTLE ROCK,AR,72118,PULASKI,5017488000,6.29394794208,7.70469933826,8.56306912668,5.38159551204
ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,IN,46290,HAMILTON,3175835000,6.55585896211,5.85521317396,8.33919559411,7.19237944066
CROSSRIDGE COMMUNITY HOSPITAL,WYNNE,AR,72396,CROSS,8702383300,5.92504452755,7.52521018362,6.32627180298,8.16371442473
CHINESE HOSPITAL,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,6.10947349055,5.57260085215,6.70078831705,9.55644424149
TISHOMINGO HEALTH SERVICES INC,IUKA,MS,38852,TISHOMINGO,6624236051,5.73923297862,8.21582357095,6.54120740876,7.42742249667
HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,91109,LOS ANGELES,6263975000,8.0363178263,6.38030204804,6.99272626384,6.5117423072
"JOHNS HOPKINS HOSPITAL, THE",BALTIMORE,MD,21287,BALTIMORE CITY,4109559540,7.20748221411,6.66142371392,5.76186909355,8.28066030635
RENOWN SOUTH MEADOWS MEDICAL CENTER,RENO,NV,89521,CARSON CITY,7759827063,5.6464584431,6.46551191264,6.49703332034,9.29448703919
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,SANTA MONICA,CA,90404,LOS ANGELES,3103194000,7.71722841355,6.97859923018,7.2780849491,5.92622270413
HARPER COUNTY COMMUNITY HOSPITAL,BUFFALO,OK,73834,HARPER,5807352555,5.41162365625,8.60922252889,6.32627180298,7.54558031783
MARSHALL MEDICAL CENTER,LEWISBURG,TN,37091,MARSHALL,9313596276,5.78947745573,7.88644375618,6.48596564631,7.72967372397
BAPTIST MEDICAL CENTER - NASSAU,FERNANDINA BEACH,FL,32034,NASSAU,9043213500,4.96017690655,7.10007972469,7.24498209961,8.56908017069
"OKLAHOMA SURGICAL HOSPITAL, LLC",TULSA,OK,74137,TULSA,9184775095,5.97236007788,7.36775587594,8.79028889182,5.73609954551
"MERCY HOSPITAL, INC",MOUNDRIDGE,KS,67107,MCPHERSON,6203456391,5.54126357086,7.76290593829,6.06413087515,8.48333104466
PARKVIEW REGIONAL HOSPITAL,MEXIA,TX,76667,LIMESTONE,2545625332,5.48932710692,7.34701291862,6.33612789929,8.65672853495
"TULSA SPINE & SPECIALTY HOSPITAL, LLC",TULSA,OK,74132,TULSA,9183885701,5.53638371913,8.0557976354,7.92267898775,6.2756783793
HOUSTON METHODIST HOSPITAL,HOUSTON,TX,77030,HARRIS,7137902221,9.22996143798,5.357674788,6.72335772183,6.47319081602
HANCOCK MEDICAL CENTER,BAY SAINT LOUIS,MS,39521,HANCOCK,2284678600,6.32442175449,5.74784769462,7.71244351914,7.99875450882
QUAIL CREEK SURGICAL HOSPITAL,AMARILLO,TX,79124,POTTER,8063546100,5.52418663603,8.25941612139,7.68449384267,6.30654292907
J PAUL JONES HOSPITAL,CAMDEN,AL,36726,WILCOX,3346824131,5.4770373647,8.06401733974,6.26158134149,7.96905725273
FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,FAYETTE,2059325966,5.75366323778,7.25631614385,6.42818435604,8.33343060555
CANTON-POTSDAM HOSPITAL,POTSDAM,NY,13676,SAINT LAWRENCE,3152653300,6.09713691766,5.93004843006,6.60632679781,9.13351862843
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,72160,ARKANSAS,8706733511,5.71441509471,7.54016761317,6.38382301378,8.12700684963
INSPIRA MEDICAL CENTER ELMER,ELMER,NJ,8318,SALEM,8563631000,6.69330030764,6.98524697673,6.88233521113,7.19160011272
FLORIDA HOSPITAL,ORLANDO,FL,32803,ORANGE,4073031976,7.30252060964,6.7411014154,7.09843240568,6.60668870201
EDWARD MCCREADY MEMORIAL HOSPITAL,CRISFIELD,MD,21817,SOMERSET,4107269496,5.29407303775,7.4092951916,6.15924306321,8.88014229968
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,MOUNT VERNON,KY,40456,ROCKCASTLE,6062562195,4.84291960019,8.00907219077,6.66234723601,8.21274411935
