,State,Hospital Name,1,2,Average1,Average2,Difference1,Difference2,Rating
33,AL,CHILDREN'S HOSPITAL OF ALABAMA,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507,2.1248880371
34,AL,CHOCTAW GENERAL HOSPITAL,13.80405,6.29475,14.07270076,6.466826507,-0.268650758,-0.172076507,1.8649263371
35,AL,CITIZENS BAPTIST MEDICAL CENTER,14.506293,6.16875,14.07270076,6.466826507,0.433592242,-0.298076507,-0.9946157629
36,AL,CLAY COUNTY HOSPITAL,14.562628,6.29475,14.07270076,6.466826507,0.489927242,-0.172076507,-1.7003902629
37,AL,COMMUNITY HOSPITAL INC,12.650839,6.259449,14.07270076,6.466826507,-1.421861758,-0.207377507,7.4085715371
38,AL,COOSA VALLEY MEDICAL CENTER,14.692761,6.5336292,14.07270076,6.466826507,0.620060242,0.066802693,-3.1480925629
39,AL,CRENSHAW COMMUNITY HOSPITAL,13.842955,6.29475,14.07270076,6.466826507,-0.229745758,-0.172076507,1.6820728371
40,AL,CRESTWOOD MEDICAL CENTER,14.085775,6.3034806,14.07270076,6.466826507,0.013074242,-0.163345907,0.5102617371
41,AL,CULLMAN REGIONAL MEDICAL CENTER,15.534957,5.6950188,14.07270076,6.466826507,1.462256242,-0.771807707,-4.1712773629
42,AL,D C H REGIONAL MEDICAL CENTER,14.627606,6.99453905,14.07270076,6.466826507,0.554905242,0.527712543,-4.4550485379
43,AL,D W MCMILLAN MEMORIAL HOSPITAL,15.80863,6.21996585,14.07270076,6.466826507,1.735929242,-0.246860657,-7.2948551379
44,AL,DALE MEDICAL CENTER,13.522765,6.43208405,14.07270076,6.466826507,-0.549935758,-0.034742457,2.7062966621
45,AL,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,14.724871,7.1995,14.07270076,6.466826507,0.652170242,0.732673493,-5.6295573629
46,AL,DEKALB REGIONAL MEDICAL CENTER,16.804018,6.14587785,14.07270076,6.466826507,2.731317242,-0.320948657,-11.7138707379
47,AL,EAST ALABAMA MEDICAL CENTER,14.867878,7.72125,14.07270076,6.466826507,0.795177242,1.254423493,-8.1278152629
48,AL,ELIZA COFFEE MEMORIAL HOSPITAL,16.2774,7.82810225,14.07270076,6.466826507,2.204699242,1.361275743,-15.1265515379
49,AL,ELMORE COMMUNITY HOSPITAL,13.472357,6.29475,14.07270076,6.466826507,-0.600343758,-0.172076507,3.4238834371
50,AL,EVERGREEN MEDICAL CENTER,13.345706,6.29475,14.07270076,6.466826507,-0.726994758,-0.172076507,4.0191431371
51,AL,FAYETTE MEDICAL CENTER,13.727102,6.24434755,14.07270076,6.466826507,-0.345598758,-0.222478957,2.4029905121
52,AL,FLOWERS HOSPITAL,15.050003,6.3985854,14.07270076,6.466826507,0.977302242,-0.068241107,-4.3544766629
53,AL,GADSDEN REGIONAL MEDICAL CENTER,14.104735,6.0175999,14.07270076,6.466826507,0.032034242,-0.449226607,1.4217321871
54,AL,GEORGIANA MEDICAL CENTER,13.702887,6.29475,14.07270076,6.466826507,-0.369813758,-0.172076507,2.3403924371
55,AL,GRANDVIEW MEDICAL CENTER,15.064361,7.7829121,14.07270076,6.466826507,0.991660242,1.316085593,-9.2671027129
56,AL,GREENE COUNTY HOSPITAL,13.786267,6.29475,14.07270076,6.466826507,-0.286433758,-0.172076507,1.9485064371
57,AL,GROVE HILL MEMORIAL HOSPITAL,13.831638,6.29475,14.07270076,6.466826507,-0.241062758,-0.172076507,1.7352627371
58,AL,HALE COUNTY HOSPITAL,13.64632,6.29475,14.07270076,6.466826507,-0.426380758,-0.172076507,2.6062573371
59,AL,HELEN KELLER MEMORIAL HOSPITAL,14.693954,6.12325,14.07270076,6.466826507,0.621253242,-0.343576507,-1.7173724629
60,AL,HIGHLANDS MEDICAL CENTER,13.701341,6.139756,14.07270076,6.466826507,-0.371359758,-0.327070507,2.8901376371
61,AL,HILL HOSPITAL OF SUMTER COUNTY,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507,2.1248880371
62,AL,HUNTSVILLE HOSPITAL,14.603337,6.409572,14.07270076,6.466826507,0.530636242,-0.057254507,-2.2935995629
63,AL,J PAUL JONES HOSPITAL,13.951546,6.29475,14.07270076,6.466826507,-0.121154758,-0.172076507,1.1716951371
64,AL,JACK HUGHSTON MEMORIAL HOSPITAL,13.748739,6.29571635,14.07270076,6.466826507,-0.323961758,-0.171110157,2.1215058121
65,AL,JACKSON HOSPITAL & CLINIC INC,14.229477,6.9088429,14.07270076,6.466826507,0.156776242,0.442016393,-2.2839057129
66,AL,JACKSON MEDICAL CENTER,14.309921,6.29475,14.07270076,6.466826507,0.237220242,-0.172076507,-0.5126673629
67,AL,L V STABLER MEMORIAL HOSPITAL,13.372543,6.2108998,14.07270076,6.466826507,-0.700157758,-0.255926707,4.1864849371
68,AL,LAKE MARTIN COMMUNITY HOSPITAL,13.450941,6.29475,14.07270076,6.466826507,-0.621759758,-0.172076507,3.5245386371
69,AL,LAKELAND COMMUNITY HOSPITAL,13.204675,6.29475,14.07270076,6.466826507,-0.868025758,-0.172076507,4.6819888371
70,AL,LAWRENCE MEDICAL CENTER,13.579038,6.29475,14.07270076,6.466826507,-0.493662758,-0.172076507,2.9224827371
71,AL,MARION REGIONAL MEDICAL CENTER,13.109481,6.29475,14.07270076,6.466826507,-0.963219758,-0.172076507,5.1294006371
72,AL,MARSHALL MEDICAL CENTER SOUTH,15.736966,7.35625,14.07270076,6.466826507,1.664265242,0.889423493,-10.9350288629
73,AL,MEDICAL CENTER BARBOUR,13.189471,6.2532008,14.07270076,6.466826507,-0.883229758,-0.213625707,4.8988698371
74,AL,MEDICAL CENTER ENTERPRISE,15.244905,6.0668055,14.07270076,6.466826507,1.172204242,-0.400021007,-4.1092864129
75,AL,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",12.971073,6.76967095,14.07270076,6.466826507,-1.101627758,0.302844443,4.1176949121
76,AL,MIZELL MEMORIAL HOSPITAL,15.823215,6.2049778,14.07270076,6.466826507,1.750514242,-0.261848707,-7.3109464629
77,AL,MOBILE INFIRMARY MEDICAL CENTER,13.893098,8.3968301,14.07270076,6.466826507,-0.179602758,1.930003593,-5.9108796129
78,AL,MONROE COUNTY HOSPITAL,14.582012,6.29475,14.07270076,6.466826507,0.509311242,-0.172076507,-1.7914950629
79,AL,NORTH ALABAMA SPECIALITY HOSPITAL,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507,2.1248880371
80,AL,NORTH BALDWIN INFIRMARY,14.463748,6.45758925,14.07270076,6.466826507,0.391047242,-0.009237257,-1.8055916379
81,AL,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,13.740563,7.8539826,14.07270076,6.466826507,-0.332137758,1.387156093,-3.2939988629
82,AL,NORTHWEST MEDICAL CENTER,14.672612,6.23813925,14.07270076,6.466826507,0.599911242,-0.228687257,-2.0191774379
83,AL,PICKENS COUNTY MEDICAL CENTER,14.547249,6.29475,14.07270076,6.466826507,0.474548242,-0.172076507,-1.6281089629
84,AL,PRATTVILLE BAPTIST HOSPITAL,13.557031,6.2003347,14.07270076,6.466826507,-0.515669758,-0.266491807,3.3563691871
85,AL,PRINCETON BAPTIST MEDICAL CENTER,15.586064,6.96775,14.07270076,6.466826507,1.513363242,0.500923493,-8.8660394629
86,AL,PROVIDENCE HOSPITAL,16.442495,7.8397634,14.07270076,6.466826507,2.369794242,1.372936893,-15.9433120629
87,AL,RED BAY HOSPITAL,13.767176,6.29475,14.07270076,6.466826507,-0.305524758,-0.172076507,2.0382341371
88,AL,RIVERVIEW REGIONAL MEDICAL CENTER,12.584325,5.9958278,14.07270076,6.466826507,-1.488375758,-0.470998707,8.6438615371
89,AL,RMC JACKSONVILLE,14.163947,6.29475,14.07270076,6.466826507,0.091246242,-0.172076507,0.1734104371
90,AL,RUSSELL HOSPITAL,14.805897,6.0030572,14.07270076,6.466826507,0.733196242,-0.463769307,-1.8228297629
91,AL,RUSSELLVILLE HOSPITAL,14.681772,6.16846055,14.07270076,6.466826507,0.609071242,-0.298365957,-1.8183539879
92,AL,SHELBY BAPTIST MEDICAL CENTER,15.166171,6.3267384,14.07270076,6.466826507,1.093470242,-0.140088107,-4.6490017629
93,AL,SHOALS HOSPITAL,14.126046,6.37769755,14.07270076,6.466826507,0.053345242,-0.089128957,0.0612287121
94,AL,SOUTH BALDWIN REGIONAL MEDICAL CENTER,13.607866,6.2386541,14.07270076,6.466826507,-0.464834758,-0.228172407,2.9833267871
95,AL,SOUTHEAST ALABAMA MEDICAL CENTER,14.107583,6.84290805,14.07270076,6.466826507,0.034882242,0.376081543,-1.4802319379
96,AL,SPRINGHILL MEMORIAL HOSPITAL,13.885036,6.94825,14.07270076,6.466826507,-0.187664758,0.481423493,-0.8029578629
97,AL,ST VINCENT'S BIRMINGHAM,13.254404,8.1289994,14.07270076,6.466826507,-0.818296758,1.662172893,-1.9716103629
98,AL,ST VINCENTS BLOUNT,13.5707,6.29475,14.07270076,6.466826507,-0.502000758,-0.172076507,2.9616713371
99,AL,ST VINCENT'S CHILTON,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507,2.1248880371
100,AL,ST VINCENT'S EAST,12.84987,7.26175,14.07270076,6.466826507,-1.222830758,0.794923493,2.9650723371
101,AL,ST VINCENT'S ST CLAIR,12.983256,6.2488622,14.07270076,6.466826507,-1.089444758,-0.217964307,5.8832654371
102,AL,STRINGFELLOW MEMORIAL HOSPITAL,12.964374,6.2685189,14.07270076,6.466826507,-1.108326758,-0.198307607,5.9032123871
103,AL,THOMAS HOSPITAL,13.1818,6.66531115,14.07270076,6.466826507,-0.890900758,0.198484643,3.4925373121
104,AL,TROY REGIONAL MEDICAL CENTER,14.209437,6.18716595,14.07270076,6.466826507,0.136736242,-0.279660557,0.3361516121
105,AL,UNIVERSITY OF ALABAMA HOSPITAL,13.007149,6.11169735,14.07270076,6.466826507,-1.065551758,-0.355129157,6.2510453121
106,AL,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507,2.1248880371
107,AL,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,15.328849,6.4552416,14.07270076,6.466826507,1.256148242,-0.011584907,-5.8633495629
108,AL,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,13.810871,6.0261376,14.07270076,6.466826507,-0.261829758,-0.440688907,2.7730110371
109,AL,WALKER BAPTIST MEDICAL CENTER,14.050945,5.7931314,14.07270076,6.466826507,-0.021755758,-0.673695107,2.4601849371
110,AL,WASHINGTON COUNTY HOSPITAL,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507,2.1248880371
111,AL,WEDOWEE HOSPITAL,13.639667,6.29475,14.07270076,6.466826507,-0.433033758,-0.172076507,2.6375264371
112,AL,WIREGRASS MEDICAL CENTER,14.168023,6.2539582,14.07270076,6.466826507,0.095322242,-0.212868307,0.2970245371
113,AR,ARKANSAS CHILDREN'S HOSPITAL,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494,3.068445458
114,AR,"ARKANSAS HEART HOSPITAL, LLC",13.155775,6.27646395,14.37865244,6.32556494,-1.22287744,-0.04910099,5.919377433
115,AR,ARKANSAS METHODIST MEDICAL CENTER,14.975796,6.75501155,14.37865244,6.32556494,0.59714356,0.42944661,-4.309637867
116,AR,ARKANSAS SURGICAL HOSPITAL,13.748739,5.79777345,14.37865244,6.32556494,-0.62991344,-0.52779149,4.807863383
117,AR,ASHLEY COUNTY MEDICAL CENTER,14.259289,6.29475,14.37865244,6.32556494,-0.11936344,-0.03081494,0.668860458
118,AR,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,13.674582,6.29475,14.37865244,6.32556494,-0.70407044,-0.03081494,3.416983358
119,AR,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,14.942547,6.25183095,14.37865244,6.32556494,0.56389456,-0.07373399,-2.392235467
120,AR,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,14.146072,6.29475,14.37865244,6.32556494,-0.23258044,-0.03081494,1.200980358
121,AR,BAPTIST HEALTH MEDICAL CENTER-CONWAY,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494,3.068445458
122,AR,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,13.659283,6.26593555,14.37865244,6.32556494,-0.71936944,-0.05962939,3.589739233
123,AR,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,15.080528,6.43351165,14.37865244,6.32556494,0.70187556,0.10794671,-3.676628617
124,AR,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,13.927495,6.29475,14.37865244,6.32556494,-0.45115744,-0.03081494,2.228292258
125,AR,BAXTER REGIONAL MEDICAL CENTER,15.35781,6.394917,14.37865244,6.32556494,0.97915756,0.06935206,-4.844772742
126,AR,BRADLEY COUNTY MEDICAL CENTER,13.47217,6.29475,14.37865244,6.32556494,-0.90648244,-0.03081494,4.368319758
127,AR,CHAMBERS MEMORIAL HOSPITAL,14.060233,6.29475,14.37865244,6.32556494,-0.31841944,-0.03081494,1.604423658
128,AR,CHI ST VINCENT MORRILTON,13.891039,6.29475,14.37865244,6.32556494,-0.48761344,-0.03081494,2.399635458
129,AR,CHI ST. VINCENT HOSPITAL HOT SPRINGS,14.522082,6.688,14.37865244,6.32556494,0.14342956,0.36243506,-1.942641642
130,AR,CHICOT MEMORIAL MEDICAL CENTER,14.2995,6.29475,14.37865244,6.32556494,-0.07915244,-0.03081494,0.479868758
131,AR,CHI-ST VINCENT INFIRMARY,15.904758,7.26205555,14.37865244,6.32556494,1.52610556,0.93649061,-10.450413267
132,AR,CONWAY REGIONAL MEDICAL CENTER,14.163613,6.8577901,14.37865244,6.32556494,-0.21503944,0.53222516,-0.852102692
133,AR,CROSSRIDGE COMMUNITY HOSPITAL,13.728019,6.29475,14.37865244,6.32556494,-0.65063344,-0.03081494,3.165829458
134,AR,DALLAS COUNTY MEDICAL CENTER,14.338723,6.29475,14.37865244,6.32556494,-0.03992944,-0.03081494,0.295520658
135,AR,"DE QUEEN MEDICAL CENTER, INC",14.471502,6.29475,14.37865244,6.32556494,0.09284956,-0.03081494,-0.328540642
136,AR,DELTA MEMORIAL HOSPITAL,13.425104,6.29475,14.37865244,6.32556494,-0.95354844,-0.03081494,4.589529958
137,AR,"DEWITT HOSPITAL & NURSING HOME, INC",14.171254,6.29475,14.37865244,6.32556494,-0.20739844,-0.03081494,1.082624958
138,AR,DREW MEMORIAL HOSPITAL,13.623474,6.27334505,14.37865244,6.32556494,-0.75517844,-0.05221989,3.732108283
139,AR,"EUREKA SPRINGS HOSPITAL, LLC",13.822487,6.29475,14.37865244,6.32556494,-0.55616544,-0.03081494,2.721829858
140,AR,FIVE RIVERS MEDICAL CENTER,14.338522,6.29475,14.37865244,6.32556494,-0.04013044,-0.03081494,0.296465358
141,AR,FORREST CITY MEDICAL CENTER,15.567541,6.25147215,14.37865244,6.32556494,1.18888856,-0.07409279,-5.328451467
142,AR,FULTON COUNTY HOSPITAL,15.480304,6.29475,14.37865244,6.32556494,1.10165156,-0.03081494,-5.069910042
143,AR,GREAT RIVER MEDICAL CENTER,13.870225,6.2511057,14.37865244,6.32556494,-0.50842744,-0.07445924,2.650216308
144,AR,HELENA REGIONAL MEDICAL CENTER,13.82242,6.29475,14.37865244,6.32556494,-0.55623244,-0.03081494,2.722144758
145,AR,HOWARD MEMORIAL HOSPITAL,14.10591,6.29475,14.37865244,6.32556494,-0.27274244,-0.03081494,1.389741758
146,AR,"IZARD COUNTY MEDICAL CENTER, LLC",13.847311,6.29475,14.37865244,6.32556494,-0.53134144,-0.03081494,2.605157058
147,AR,JEFFERSON REGIONAL MEDICAL CENTER,15.391856,6.12318615,14.37865244,6.32556494,1.01320356,-0.20237879,-4.053730967
148,AR,JOHNSON REGIONAL MEDICAL CENTER,15.152054,6.17843555,14.37865244,6.32556494,0.77340156,-0.14712939,-3.120034467
149,AR,LAWRENCE MEMORIAL HOSPITAL,13.676793,6.29475,14.37865244,6.32556494,-0.70185944,-0.03081494,3.406591658
150,AR,LEVI HOSPITAL,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494,3.068445458
151,AR,LITTLE RIVER MEMORIAL HOSPITAL,13.490621,6.29475,14.37865244,6.32556494,-0.88803144,-0.03081494,4.281600058
152,AR,MAGNOLIA HOSPITAL,15.741748,6.7649309,14.37865244,6.32556494,1.36309556,0.43936596,-7.944329992
153,AR,MCGEHEE HOSPITAL,13.859361,6.29475,14.37865244,6.32556494,-0.51929144,-0.03081494,2.548522058
154,AR,MEDICAL CENTER SOUTH ARKANSAS,15.96276,7.1380341,14.37865244,6.32556494,1.58410756,0.81246916,-10.288947592
155,AR,MENA REGIONAL HEALTH SYSTEM,15.412822,6.25780155,14.37865244,6.32556494,1.03416956,-0.06776339,-4.623425067
156,AR,MERCY HOSPITAL BERRYVILLE,14.546343,6.29475,14.37865244,6.32556494,0.16769056,-0.03081494,-0.680293342
157,AR,MERCY HOSPITAL BOONEVILLE,14.338723,6.29475,14.37865244,6.32556494,-0.03992944,-0.03081494,0.295520658
158,AR,MERCY HOSPITAL FORT SMITH,14.581499,5.2208437,14.37865244,6.32556494,0.20284656,-1.10472124,2.913145508
159,AR,MERCY HOSPITAL NORTHWEST ARKANSAS,14.705232,6.03665575,14.37865244,6.32556494,0.32657956,-0.28890919,-0.523741767
160,AR,MERCY HOSPITAL TURNER MEMORIAL,13.867564,6.29475,14.37865244,6.32556494,-0.51108844,-0.03081494,2.509967958
161,AR,MERCY HOSPITAL WALDRON,13.828687,6.29475,14.37865244,6.32556494,-0.54996544,-0.03081494,2.692689858
162,AR,NATIONAL PARK MEDICAL CENTER,15.089744,7.0467538,14.37865244,6.32556494,0.71109156,0.72118886,-5.866291342
163,AR,NEA BAPTIST MEMORIAL HOSPITAL,13.768311,5.73798555,14.37865244,6.32556494,-0.61034144,-0.58757939,4.925132633
164,AR,NORTH ARKANSAS REGIONAL MEDICAL CENTER,14.914567,5.9852212,14.37865244,6.32556494,0.53591456,-0.34034374,-1.327595342
165,AR,NORTH LOGAN MERCY HOSPITAL,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494,3.068445458
166,AR,NORTH METRO MEDICAL CENTER,13.863143,6.26813075,14.37865244,6.32556494,-0.51550944,-0.05743419,2.623914033
167,AR,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,13.748739,6.90025,14.37865244,6.32556494,-0.62991344,0.57468506,0.949195458
168,AR,NORTHWEST MEDICAL CENTER-SPRINGDALE,15.739039,7.4271659,14.37865244,6.32556494,1.36038656,1.10160096,-10.249420192
169,AR,OUACHITA COUNTY MEDICAL CENTER,14.775693,6.15763225,14.37865244,6.32556494,0.39704056,-0.16793269,-1.278326217
170,AR,OZARK HEALTH,13.695431,6.29475,14.37865244,6.32556494,-0.68322144,-0.03081494,3.318993058
171,AR,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,13.427107,6.29475,14.37865244,6.32556494,-0.95154544,-0.03081494,4.580115858
172,AR,PIGGOTT COMMUNITY HOSPITAL,13.919952,6.29475,14.37865244,6.32556494,-0.45870044,-0.03081494,2.263744358
173,AR,RIVER VALLEY MEDICAL CENTER,14.546647,6.29475,14.37865244,6.32556494,0.16799456,-0.03081494,-0.681722142
174,AR,SALINE MEMORIAL HOSPITAL,15.31943,5.8733626,14.37865244,6.32556494,0.94077756,-0.45220234,-2.838946342
175,AR,SILOAM SPRINGS REGIONAL HOSPITAL,14.10774,6.20412695,14.37865244,6.32556494,-0.27091244,-0.12143799,1.698321433
176,AR,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,13.529325,6.29475,14.37865244,6.32556494,-0.84932744,-0.03081494,4.099691258
177,AR,SPARKS MEDICAL CENTER - VAN BUREN,14.315024,6.26325,14.37865244,6.32556494,-0.06362844,-0.06231494,0.517155958
178,AR,SPARKS REGIONAL MEDICAL CENTER,14.837271,5.8123303,14.37865244,6.32556494,0.45861856,-0.51323464,-0.359185992
179,AR,ST BERNARDS MEDICAL CENTER,16.29648,6.52021035,14.37865244,6.32556494,1.91782756,0.19464541,-9.695048467
180,AR,ST MARYS REGIONAL MEDICAL CENTER,15.354204,6.3839741,14.37865244,6.32556494,0.97555156,0.05840916,-4.789524392
181,AR,ST VINCENT MEDICAL CENTER/NORTH,14.834018,6.17469125,14.37865244,6.32556494,0.45536556,-0.15087369,-1.612160217
182,AR,STONE COUNTY MEDICAL CENTER,13.255725,6.29475,14.37865244,6.32556494,-1.12292744,-0.03081494,5.385611258
183,AR,UAMS MEDICAL CENTER,14.053836,6.30524055,14.37865244,6.32556494,-0.32481644,-0.02032439,1.597772633
184,AR,WADLEY REGIONAL MEDICAL CENTER AT HOPE,13.554434,6.29475,14.37865244,6.32556494,-0.82421844,-0.03081494,3.981678958
185,AR,WASHINGTON REGIONAL MEDICAL CENTER,16.842453,7.3357831,14.37865244,6.32556494,2.46380056,1.01021816,-15.115626192
186,AR,WHITE COUNTY MEDICAL CENTER,14.48051,5.6918513,14.37865244,6.32556494,0.10185756,-0.63371364,1.739267208
187,AR,WHITE RIVER MEDICAL CENTER,14.724984,5.9445602,14.37865244,6.32556494,0.34633156,-0.38100474,-0.294241742
188,AS,LBJ TROPICAL MEDICAL CENTER,13.748739,6.29475,13.748739,6.29475,0,0,0
189,AZ,ABRAZO ARROWHEAD CAMPUS,14.818854,6.103,13.63614856,6.209023324,1.182705438,-0.106023324,-5.1876339246
190,AZ,ABRAZO CENTRAL CAMPUS,14.419725,5.8366772,13.63614856,6.209023324,0.783576437,-0.372346124,-2.3795978199
191,AZ,ABRAZO MARYVALE CAMPUS,13.566439,6.23161595,13.63614856,6.209023324,-0.069709562,0.022592626,0.2485607504
192,AZ,ABRAZO SCOTTSDALE CAMPUS,14.161496,6.09263515,13.63614856,6.209023324,0.525347437,-0.116388174,-2.0617743449
193,AZ,ABRAZO WEST CAMPUS,14.081252,6.25886045,13.63614856,6.209023324,0.445103437,0.049837126,-2.2664160949
194,AZ,ARIZONA SPECIALTY HOSPITAL,13.748739,6.06025,13.63614856,6.209023324,0.112590438,-0.148773324,-0.0084684246
195,AZ,ARIZONA SPINE AND JOINT HOSPITAL,13.748739,6.3935676,13.63614856,6.209023324,0.112590438,0.184544276,-1.1750800246
196,AZ,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,13.448987,5.5332226,13.63614856,6.209023324,-0.187161563,-0.675800724,3.2449618801
197,AZ,BANNER BAYWOOD MEDICAL CENTER,12.259924,5.99937035,13.63614856,6.209023324,-1.376224563,-0.209652974,7.2020408551
198,AZ,BANNER BOSWELL MEDICAL CENTER,12.432223,5.75534045,13.63614856,6.209023324,-1.203925563,-0.453682874,7.2463402051
199,AZ,BANNER CASA GRANDE MEDICAL CENTER,13.183049,6.5734592,13.63614856,6.209023324,-0.453099563,0.364435876,0.8540423801
