State,Hospital Name,0,1,2,Average1,Average2,Difference1,Difference2
AR,DREW MEMORIAL HOSPITAL,0,13.623474,6.27334505,14.37865244,6.32556494,-0.75517844,-0.05221989
AR,"EUREKA SPRINGS HOSPITAL, LLC",0,13.822487,6.29475,14.37865244,6.32556494,-0.55616544,-0.03081494
AR,FIVE RIVERS MEDICAL CENTER,0,14.338522,6.29475,14.37865244,6.32556494,-0.04013044,-0.03081494
AR,FORREST CITY MEDICAL CENTER,0,15.567541,6.25147215,14.37865244,6.32556494,1.18888856,-0.07409279
AR,FULTON COUNTY HOSPITAL,0,15.480304,6.29475,14.37865244,6.32556494,1.10165156,-0.03081494
AR,GREAT RIVER MEDICAL CENTER,0,13.870225,6.2511057,14.37865244,6.32556494,-0.50842744,-0.07445924
AR,HELENA REGIONAL MEDICAL CENTER,0,13.82242,6.29475,14.37865244,6.32556494,-0.55623244,-0.03081494
AR,HOWARD MEMORIAL HOSPITAL,0,14.10591,6.29475,14.37865244,6.32556494,-0.27274244,-0.03081494
AR,"IZARD COUNTY MEDICAL CENTER, LLC",0,13.847311,6.29475,14.37865244,6.32556494,-0.53134144,-0.03081494
AR,JEFFERSON REGIONAL MEDICAL CENTER,0,15.391856,6.12318615,14.37865244,6.32556494,1.01320356,-0.20237879
AR,JOHNSON REGIONAL MEDICAL CENTER,0,15.152054,6.17843555,14.37865244,6.32556494,0.77340156,-0.14712939
AR,LAWRENCE MEMORIAL HOSPITAL,0,13.676793,6.29475,14.37865244,6.32556494,-0.70185944,-0.03081494
AR,LEVI HOSPITAL,0,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494
AR,LITTLE RIVER MEMORIAL HOSPITAL,0,13.490621,6.29475,14.37865244,6.32556494,-0.88803144,-0.03081494
AR,MAGNOLIA HOSPITAL,0,15.741748,6.7649309,14.37865244,6.32556494,1.36309556,0.43936596
AR,MCGEHEE HOSPITAL,0,13.859361,6.29475,14.37865244,6.32556494,-0.51929144,-0.03081494
AR,MEDICAL CENTER SOUTH ARKANSAS,0,15.96276,7.1380341,14.37865244,6.32556494,1.58410756,0.81246916
AR,MENA REGIONAL HEALTH SYSTEM,0,15.412822,6.25780155,14.37865244,6.32556494,1.03416956,-0.06776339
AR,MERCY HOSPITAL BERRYVILLE,0,14.546343,6.29475,14.37865244,6.32556494,0.16769056,-0.03081494
AR,MERCY HOSPITAL BOONEVILLE,0,14.338723,6.29475,14.37865244,6.32556494,-0.03992944,-0.03081494
AR,MERCY HOSPITAL FORT SMITH,0,14.581499,5.2208437,14.37865244,6.32556494,0.20284656,-1.10472124
AR,MERCY HOSPITAL NORTHWEST ARKANSAS,0,14.705232,6.03665575,14.37865244,6.32556494,0.32657956,-0.28890919
AR,MERCY HOSPITAL TURNER MEMORIAL,0,13.867564,6.29475,14.37865244,6.32556494,-0.51108844,-0.03081494
AR,MERCY HOSPITAL WALDRON,0,13.828687,6.29475,14.37865244,6.32556494,-0.54996544,-0.03081494
AR,NATIONAL PARK MEDICAL CENTER,0,15.089744,7.0467538,14.37865244,6.32556494,0.71109156,0.72118886
AR,NEA BAPTIST MEMORIAL HOSPITAL,0,13.768311,5.73798555,14.37865244,6.32556494,-0.61034144,-0.58757939
AR,NORTH ARKANSAS REGIONAL MEDICAL CENTER,0,14.914567,5.9852212,14.37865244,6.32556494,0.53591456,-0.34034374
AR,NORTH LOGAN MERCY HOSPITAL,0,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494
AR,NORTH METRO MEDICAL CENTER,0,13.863143,6.26813075,14.37865244,6.32556494,-0.51550944,-0.05743419
AR,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,0,13.748739,6.90025,14.37865244,6.32556494,-0.62991344,0.57468506
AR,NORTHWEST MEDICAL CENTER-SPRINGDALE,0,15.739039,7.4271659,14.37865244,6.32556494,1.36038656,1.10160096
AR,OUACHITA COUNTY MEDICAL CENTER,0,14.775693,6.15763225,14.37865244,6.32556494,0.39704056,-0.16793269
AR,OZARK HEALTH,0,13.695431,6.29475,14.37865244,6.32556494,-0.68322144,-0.03081494
AR,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,0,13.427107,6.29475,14.37865244,6.32556494,-0.95154544,-0.03081494
AR,PIGGOTT COMMUNITY HOSPITAL,0,13.919952,6.29475,14.37865244,6.32556494,-0.45870044,-0.03081494
AR,RIVER VALLEY MEDICAL CENTER,0,14.546647,6.29475,14.37865244,6.32556494,0.16799456,-0.03081494
AR,SALINE MEMORIAL HOSPITAL,0,15.31943,5.8733626,14.37865244,6.32556494,0.94077756,-0.45220234
AR,SILOAM SPRINGS REGIONAL HOSPITAL,0,14.10774,6.20412695,14.37865244,6.32556494,-0.27091244,-0.12143799
AR,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,0,13.529325,6.29475,14.37865244,6.32556494,-0.84932744,-0.03081494
AR,SPARKS MEDICAL CENTER - VAN BUREN,0,14.315024,6.26325,14.37865244,6.32556494,-0.06362844,-0.06231494
AR,SPARKS REGIONAL MEDICAL CENTER,0,14.837271,5.8123303,14.37865244,6.32556494,0.45861856,-0.51323464
AR,ST BERNARDS MEDICAL CENTER,0,16.29648,6.52021035,14.37865244,6.32556494,1.91782756,0.19464541
AR,ST MARYS REGIONAL MEDICAL CENTER,0,15.354204,6.3839741,14.37865244,6.32556494,0.97555156,0.05840916
AR,ST VINCENT MEDICAL CENTER/NORTH,0,14.834018,6.17469125,14.37865244,6.32556494,0.45536556,-0.15087369
AR,STONE COUNTY MEDICAL CENTER,0,13.255725,6.29475,14.37865244,6.32556494,-1.12292744,-0.03081494
AR,UAMS MEDICAL CENTER,0,14.053836,6.30524055,14.37865244,6.32556494,-0.32481644,-0.02032439
AR,WADLEY REGIONAL MEDICAL CENTER AT HOPE,0,13.554434,6.29475,14.37865244,6.32556494,-0.82421844,-0.03081494
AR,WASHINGTON REGIONAL MEDICAL CENTER,0,16.842453,7.3357831,14.37865244,6.32556494,2.46380056,1.01021816
AR,WHITE COUNTY MEDICAL CENTER,0,14.48051,5.6918513,14.37865244,6.32556494,0.10185756,-0.63371364
AR,WHITE RIVER MEDICAL CENTER,0,14.724984,5.9445602,14.37865244,6.32556494,0.34633156,-0.38100474
AS,LBJ TROPICAL MEDICAL CENTER,0,13.748739,6.29475,13.748739,6.29475,0,0
AZ,ABRAZO ARROWHEAD CAMPUS,0,14.818854,6.103,13.63614856,6.209023324,1.182705438,-0.106023324
AZ,ABRAZO CENTRAL CAMPUS,0,14.419725,5.8366772,13.63614856,6.209023324,0.783576437,-0.372346124
AZ,ABRAZO MARYVALE CAMPUS,0,13.566439,6.23161595,13.63614856,6.209023324,-0.069709562,0.022592626
AZ,ABRAZO SCOTTSDALE CAMPUS,0,14.161496,6.09263515,13.63614856,6.209023324,0.525347437,-0.116388174
AZ,ABRAZO WEST CAMPUS,0,14.081252,6.25886045,13.63614856,6.209023324,0.445103437,0.049837126
AZ,ARIZONA SPECIALTY HOSPITAL,0,13.748739,6.06025,13.63614856,6.209023324,0.112590438,-0.148773324
AZ,ARIZONA SPINE AND JOINT HOSPITAL,0,13.748739,6.3935676,13.63614856,6.209023324,0.112590438,0.184544276
AZ,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,0,13.448987,5.5332226,13.63614856,6.209023324,-0.187161563,-0.675800724
AZ,BANNER BAYWOOD MEDICAL CENTER,0,12.259924,5.99937035,13.63614856,6.209023324,-1.376224563,-0.209652974
AZ,BANNER BOSWELL MEDICAL CENTER,0,12.432223,5.75534045,13.63614856,6.209023324,-1.203925563,-0.453682874
AZ,BANNER CASA GRANDE MEDICAL CENTER,0,13.183049,6.5734592,13.63614856,6.209023324,-0.453099563,0.364435876
AZ,BANNER DEL E. WEBB MEDICAL CENTER,0,14.154353,5.9593277,13.63614856,6.209023324,0.518204438,-0.249695624
AZ,BANNER DESERT MEDICAL CENTER,0,13.569587,5.71500755,13.63614856,6.209023324,-0.066561563,-0.494015774
AZ,BANNER ESTRELLA MEDICAL CENTER,0,13.392819,6.63748595,13.63614856,6.209023324,-0.243329563,0.428462626
AZ,BANNER GATEWAY MEDICAL CENTER,0,13.342764,5.94965905,13.63614856,6.209023324,-0.293384563,-0.259364274
AZ,BANNER GOLDFIELD MEDICAL CENTER,0,13.304234,6.5119565,13.63614856,6.209023324,-0.331914563,0.302933176
AZ,BANNER HEART HOSPITAL,0,13.325003,5.9978026,13.63614856,6.209023324,-0.311145563,-0.211220724
AZ,BANNER IRONWOOD MEDICAL CENTER,0,13.468897,6.4035104,13.63614856,6.209023324,-0.167251563,0.194487076
AZ,BANNER PAYSON MEDICAL CENTER,0,13.467277,6.1027204,13.63614856,6.209023324,-0.168871563,-0.106302924
AZ,BANNER THUNDERBIRD MEDICAL CENTER,0,12.994912,6.0052931,13.63614856,6.209023324,-0.641236563,-0.203730224
AZ,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,0,13.440665,6.309639,13.63614856,6.209023324,-0.195483563,0.100615676
AZ,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,0,12.97646,6.87660105,13.63614856,6.209023324,-0.659688563,0.667577726
AZ,BENSON HOSPITAL,0,13.361562,6.29475,13.63614856,6.209023324,-0.274586563,0.085726676
AZ,CANYON VISTA MEDICAL CENTER,0,15.116428,6.41616185,13.63614856,6.209023324,1.480279438,0.207138526
AZ,CHANDLER REGIONAL MEDICAL CENTER,0,12.952601,5.6388156,13.63614856,6.209023324,-0.683547563,-0.570207724
AZ,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,0,14.043731,6.26140795,13.63614856,6.209023324,0.407582437,0.052384626
AZ,COBRE VALLEY REGIONAL MEDICAL CENTER,0,12.708057,6.29475,13.63614856,6.209023324,-0.928091563,0.085726676
AZ,COPPER QUEEN COMMUNITY HOSPITAL,0,13.564369,6.29475,13.63614856,6.209023324,-0.071779563,0.085726676
AZ,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",0,13.748739,6.10225,13.63614856,6.209023324,0.112590438,-0.106773324
AZ,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,0,13.748739,6.29475,13.63614856,6.209023324,0.112590438,0.085726676
AZ,FLAGSTAFF MEDICAL CENTER,0,12.586352,6.1570977,13.63614856,6.209023324,-1.049796563,-0.051925624
AZ,"FLORENCE HOSPITAL AT ANTHEM, LLC",0,13.877798,6.29475,13.63614856,6.209023324,0.241649438,0.085726676
AZ,FORT DEFIANCE INDIAN HOSPITAL,0,13.582806,6.23030275,13.63614856,6.209023324,-0.053342563,0.021279426
