State,Hospital Name,Rating,MortalityRate,Preventability,StateMortAverage,MortDifference,StatePrevAverage,PrevDifference
AL,CRENSHAW COMMUNITY HOSPITAL,8.70935135,13.842955,6.29475,14.07270076,-0.229745758,6.466826507,-0.172076507
AL,CRESTWOOD MEDICAL CENTER,8.82653246,14.085775,6.3034806,14.07270076,0.013074242,6.466826507,-0.163345907
AL,CULLMAN REGIONAL MEDICAL CENTER,9.29468637,15.534957,5.6950188,14.07270076,1.462256242,6.466826507,-0.771807707
AL,D C H REGIONAL MEDICAL CENTER,9.323063488,14.627606,6.99453905,14.07270076,0.554905242,6.466826507,0.527712543
AL,D W MCMILLAN MEMORIAL HOSPITAL,9.607044148,15.80863,6.21996585,14.07270076,1.735929242,6.466826507,-0.246860657
AL,DALE MEDICAL CENTER,8.606928968,13.522765,6.43208405,14.07270076,-0.549935758,6.466826507,-0.034742457
AL,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,9.44051437,14.724871,7.1995,14.07270076,0.652170242,6.466826507,0.732673493
AL,DEKALB REGIONAL MEDICAL CENTER,10.04894571,16.804018,6.14587785,14.07270076,2.731317242,6.466826507,-0.320948657
AL,EAST ALABAMA MEDICAL CENTER,9.69034016,14.867878,7.72125,14.07270076,0.795177242,6.466826507,1.254423493
AL,ELIZA COFFEE MEMORIAL HOSPITAL,10.39021379,16.2774,7.82810225,14.07270076,2.204699242,6.466826507,1.361275743
AL,ELMORE COMMUNITY HOSPITAL,8.53517029,13.472357,6.29475,14.07270076,-0.600343758,6.466826507,-0.172076507
AL,EVERGREEN MEDICAL CENTER,8.47564432,13.345706,6.29475,14.07270076,-0.726994758,6.466826507,-0.172076507
AL,FAYETTE MEDICAL CENTER,8.637259583,13.727102,6.24434755,14.07270076,-0.345598758,6.466826507,-0.222478957
AL,FLOWERS HOSPITAL,9.3130063,15.050003,6.3985854,14.07270076,0.977302242,6.466826507,-0.068241107
AL,GADSDEN REGIONAL MEDICAL CENTER,8.735385415,14.104735,6.0175999,14.07270076,0.032034242,6.466826507,-0.449226607
AL,GEORGIANA MEDICAL CENTER,8.64351939,13.702887,6.29475,14.07270076,-0.369813758,6.466826507,-0.172076507
AL,GRANDVIEW MEDICAL CENTER,9.804268905,15.064361,7.7829121,14.07270076,0.991660242,6.466826507,1.316085593
AL,GREENE COUNTY HOSPITAL,8.68270799,13.786267,6.29475,14.07270076,-0.286433758,6.466826507,-0.172076507
AL,GROVE HILL MEMORIAL HOSPITAL,8.70403236,13.831638,6.29475,14.07270076,-0.241062758,6.466826507,-0.172076507
AL,HALE COUNTY HOSPITAL,8.6169329,13.64632,6.29475,14.07270076,-0.426380758,6.466826507,-0.172076507
AL,HELEN KELLER MEMORIAL HOSPITAL,9.04929588,14.693954,6.12325,14.07270076,0.621253242,6.466826507,-0.343576507
AL,HIGHLANDS MEDICAL CENTER,8.58854487,13.701341,6.139756,14.07270076,-0.371359758,6.466826507,-0.327070507
AL,HILL HOSPITAL OF SUMTER COUNTY,8.66506983,13.748739,6.29475,14.07270076,-0.323961758,6.466826507,-0.172076507
AL,HUNTSVILLE HOSPITAL,9.10691859,14.603337,6.409572,14.07270076,0.530636242,6.466826507,-0.057254507
AL,J PAUL JONES HOSPITAL,8.76038912,13.951546,6.29475,14.07270076,-0.121154758,6.466826507,-0.172076507
AL,JACK HUGHSTON MEMORIAL HOSPITAL,8.665408053,13.748739,6.29571635,14.07270076,-0.323961758,6.466826507,-0.171110157
AL,JACKSON HOSPITAL & CLINIC INC,9.105949205,14.229477,6.9088429,14.07270076,0.156776242,6.466826507,0.442016393
AL,JACKSON MEDICAL CENTER,8.92882537,14.309921,6.29475,14.07270076,0.237220242,6.466826507,-0.172076507
AL,L V STABLER MEMORIAL HOSPITAL,8.45891014,13.372543,6.2108998,14.07270076,-0.700157758,6.466826507,-0.255926707
AL,LAKE MARTIN COMMUNITY HOSPITAL,8.52510477,13.450941,6.29475,14.07270076,-0.621759758,6.466826507,-0.172076507
AL,LAKELAND COMMUNITY HOSPITAL,8.40935975,13.204675,6.29475,14.07270076,-0.868025758,6.466826507,-0.172076507
AL,LAWRENCE MEDICAL CENTER,8.58531036,13.579038,6.29475,14.07270076,-0.493662758,6.466826507,-0.172076507
AL,MARION REGIONAL MEDICAL CENTER,8.36461857,13.109481,6.29475,14.07270076,-0.963219758,6.466826507,-0.172076507
AL,MARSHALL MEDICAL CENTER SOUTH,9.97106152,15.736966,7.35625,14.07270076,1.664265242,6.466826507,0.889423493
AL,MEDICAL CENTER BARBOUR,8.38767165,13.189471,6.2532008,14.07270076,-0.883229758,6.466826507,-0.213625707
AL,MEDICAL CENTER ENTERPRISE,9.288487275,15.244905,6.0668055,14.07270076,1.172204242,6.466826507,-0.400021007
AL,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",8.465789143,12.971073,6.76967095,14.07270076,-1.101627758,6.466826507,0.302844443
AL,MIZELL MEMORIAL HOSPITAL,9.60865328,15.823215,6.2049778,14.07270076,1.750514242,6.466826507,-0.261848707
AL,MOBILE INFIRMARY MEDICAL CENTER,9.468646595,13.893098,8.3968301,14.07270076,-0.179602758,6.466826507,1.930003593
AL,MONROE COUNTY HOSPITAL,9.05670814,14.582012,6.29475,14.07270076,0.509311242,6.466826507,-0.172076507
AL,NORTH ALABAMA SPECIALITY HOSPITAL,8.66506983,13.748739,6.29475,14.07270076,-0.323961758,6.466826507,-0.172076507
AL,NORTH BALDWIN INFIRMARY,9.058117798,14.463748,6.45758925,14.07270076,0.391047242,6.466826507,-0.009237257
AL,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,9.20695852,13.740563,7.8539826,14.07270076,-0.332137758,6.466826507,1.387156093
AL,NORTHWEST MEDICAL CENTER,9.079476378,14.672612,6.23813925,14.07270076,0.599911242,6.466826507,-0.228687257
AL,PICKENS COUNTY MEDICAL CENTER,9.04036953,14.547249,6.29475,14.07270076,0.474548242,6.466826507,-0.172076507
AL,PRATTVILLE BAPTIST HOSPITAL,8.541921715,13.557031,6.2003347,14.07270076,-0.515669758,6.466826507,-0.266491807
AL,PRINCETON BAPTIST MEDICAL CENTER,9.76416258,15.586064,6.96775,14.07270076,1.513363242,6.466826507,0.500923493
AL,PROVIDENCE HOSPITAL,10.47188984,16.442495,7.8397634,14.07270076,2.369794242,6.466826507,1.372936893
AL,RED BAY HOSPITAL,8.67373522,13.767176,6.29475,14.07270076,-0.305524758,6.466826507,-0.172076507
AL,RIVERVIEW REGIONAL MEDICAL CENTER,8.01317248,12.584325,5.9958278,14.07270076,-1.488375758,6.466826507,-0.470998707
AL,RMC JACKSONVILLE,8.86021759,14.163947,6.29475,14.07270076,0.091246242,6.466826507,-0.172076507
AL,RUSSELL HOSPITAL,9.05984161,14.805897,6.0030572,14.07270076,0.733196242,6.466826507,-0.463769307
AL,RUSSELLVILLE HOSPITAL,9.059394033,14.681772,6.16846055,14.07270076,0.609071242,6.466826507,-0.298365957
AL,SHELBY BAPTIST MEDICAL CENTER,9.34245881,15.166171,6.3267384,14.07270076,1.093470242,6.466826507,-0.140088107
AL,SHOALS HOSPITAL,8.871435763,14.126046,6.37769755,14.07270076,0.053345242,6.466826507,-0.089128957
AL,SOUTH BALDWIN REGIONAL MEDICAL CENTER,8.579225955,13.607866,6.2386541,14.07270076,-0.464834758,6.466826507,-0.228172407
AL,SOUTHEAST ALABAMA MEDICAL CENTER,9.025581828,14.107583,6.84290805,14.07270076,0.034882242,6.466826507,0.376081543
AL,SPRINGHILL MEMORIAL HOSPITAL,8.95785442,13.885036,6.94825,14.07270076,-0.187664758,6.466826507,0.481423493
AL,ST VINCENT'S BIRMINGHAM,9.07471967,13.254404,8.1289994,14.07270076,-0.818296758,6.466826507,1.662172893
AL,ST VINCENT'S CHILTON,8.66506983,13.748739,6.29475,14.07270076,-0.323961758,6.466826507,-0.172076507
AL,ST VINCENT'S EAST,8.5810514,12.84987,7.26175,14.07270076,-1.222830758,6.466826507,0.794923493
AL,ST VINCENT'S ST CLAIR,8.28923209,12.983256,6.2488622,14.07270076,-1.089444758,6.466826507,-0.217964307
AL,ST VINCENTS BLOUNT,8.5813915,13.5707,6.29475,14.07270076,-0.502000758,6.466826507,-0.172076507
AL,STRINGFELLOW MEMORIAL HOSPITAL,8.287237395,12.964374,6.2685189,14.07270076,-1.108326758,6.466826507,-0.198307607
AL,THOMAS HOSPITAL,8.528304903,13.1818,6.66531115,14.07270076,-0.890900758,6.466826507,0.198484643
AL,TROY REGIONAL MEDICAL CENTER,8.843943473,14.209437,6.18716595,14.07270076,0.136736242,6.466826507,-0.279660557
AL,UNIVERSITY OF ALABAMA HOSPITAL,8.252454103,13.007149,6.11169735,14.07270076,-1.065551758,6.466826507,-0.355129157
AL,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,8.66506983,13.748739,6.29475,14.07270076,-0.323961758,6.466826507,-0.172076507
AL,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,9.46389359,15.328849,6.4552416,14.07270076,1.256148242,6.466826507,-0.011584907
AL,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,8.60025753,13.810871,6.0261376,14.07270076,-0.261829758,6.466826507,-0.440688907
AL,WALKER BAPTIST MEDICAL CENTER,8.63154014,14.050945,5.7931314,14.07270076,-0.021755758,6.466826507,-0.673695107
AL,WASHINGTON COUNTY HOSPITAL,8.66506983,13.748739,6.29475,14.07270076,-0.323961758,6.466826507,-0.172076507
AL,WEDOWEE HOSPITAL,8.61380599,13.639667,6.29475,14.07270076,-0.433033758,6.466826507,-0.172076507
AL,WIREGRASS MEDICAL CENTER,8.84785618,14.168023,6.2539582,14.07270076,0.095322242,6.466826507,-0.212868307
AR,ARKANSAS CHILDREN'S HOSPITAL,8.66506983,13.748739,6.29475,14.37865244,-0.62991344,6.32556494,-0.03081494
AR,"ARKANSAS HEART HOSPITAL, LLC",8.379976633,13.155775,6.27646395,14.37865244,-1.22287744,6.32556494,-0.04910099
AR,ARKANSAS METHODIST MEDICAL CENTER,9.402878163,14.975796,6.75501155,14.37865244,0.59714356,6.32556494,0.42944661
AR,ARKANSAS SURGICAL HOSPITAL,8.491128038,13.748739,5.79777345,14.37865244,-0.62991344,6.32556494,-0.52779149
AR,ASHLEY COUNTY MEDICAL CENTER,8.90502833,14.259289,6.29475,14.37865244,-0.11936344,6.32556494,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,8.63021604,13.674582,6.29475,14.37865244,-0.70407044,6.32556494,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,9.211137923,14.942547,6.25183095,14.37865244,0.56389456,6.32556494,-0.07373399
AR,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,8.85181634,14.146072,6.29475,14.37865244,-0.23258044,6.32556494,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER-CONWAY,8.66506983,13.748739,6.29475,14.37865244,-0.62991344,6.32556494,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,8.612940453,13.659283,6.26593555,14.37865244,-0.71936944,6.32556494,-0.05962939
AR,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9.339577238,15.080528,6.43351165,14.37865244,0.70187556,6.32556494,0.10794671
AR,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,8.74908515,13.927495,6.29475,14.37865244,-0.45115744,6.32556494,-0.03081494
AR,BAXTER REGIONAL MEDICAL CENTER,9.45639165,15.35781,6.394917,14.37865244,0.97915756,6.32556494,0.06935206
AR,BRADLEY COUNTY MEDICAL CENTER,8.5350824,13.47217,6.29475,14.37865244,-0.90648244,6.32556494,-0.03081494
AR,CHAMBERS MEMORIAL HOSPITAL,8.81147201,14.060233,6.29475,14.37865244,-0.31841944,6.32556494,-0.03081494
AR,CHI ST VINCENT MORRILTON,8.73195083,13.891039,6.29475,14.37865244,-0.48761344,6.32556494,-0.03081494
AR,CHI ST. VINCENT HOSPITAL HOT SPRINGS,9.16617854,14.522082,6.688,14.37865244,0.14342956,6.32556494,0.36243506
AR,CHI-ST VINCENT INFIRMARY,10.0169557,15.904758,7.26205555,14.37865244,1.52610556,6.32556494,0.93649061
AR,CHICOT MEMORIAL MEDICAL CENTER,8.9239275,14.2995,6.29475,14.37865244,-0.07915244,6.32556494,-0.03081494
AR,CONWAY REGIONAL MEDICAL CENTER,9.057124645,14.163613,6.8577901,14.37865244,-0.21503944,6.32556494,0.53222516
AR,CROSSRIDGE COMMUNITY HOSPITAL,8.65533143,13.728019,6.29475,14.37865244,-0.65063344,6.32556494,-0.03081494
AR,DALLAS COUNTY MEDICAL CENTER,8.94236231,14.338723,6.29475,14.37865244,-0.03992944,6.32556494,-0.03081494
AR,"DE QUEEN MEDICAL CENTER, INC",9.00476844,14.471502,6.29475,14.37865244,0.09284956,6.32556494,-0.03081494
AR,DELTA MEMORIAL HOSPITAL,8.51296138,13.425104,6.29475,14.37865244,-0.95354844,6.32556494,-0.03081494
AR,"DEWITT HOSPITAL & NURSING HOME, INC",8.86365188,14.171254,6.29475,14.37865244,-0.20739844,6.32556494,-0.03081494
AR,DREW MEMORIAL HOSPITAL,8.598703548,13.623474,6.27334505,14.37865244,-0.75517844,6.32556494,-0.05221989
AR,"EUREKA SPRINGS HOSPITAL, LLC",8.69973139,13.822487,6.29475,14.37865244,-0.55616544,6.32556494,-0.03081494
AR,FIVE RIVERS MEDICAL CENTER,8.94226784,14.338522,6.29475,14.37865244,-0.04013044,6.32556494,-0.03081494
AR,FORREST CITY MEDICAL CENTER,9.504759523,15.567541,6.25147215,14.37865244,1.18888856,6.32556494,-0.07409279
AR,FULTON COUNTY HOSPITAL,9.47890538,15.480304,6.29475,14.37865244,1.10165156,6.32556494,-0.03081494
AR,GREAT RIVER MEDICAL CENTER,8.706892745,13.870225,6.2511057,14.37865244,-0.50842744,6.32556494,-0.07445924
AR,HELENA REGIONAL MEDICAL CENTER,8.6996999,13.82242,6.29475,14.37865244,-0.55623244,6.32556494,-0.03081494
AR,HOWARD MEMORIAL HOSPITAL,8.8329402,14.10591,6.29475,14.37865244,-0.27274244,6.32556494,-0.03081494
AR,"IZARD COUNTY MEDICAL CENTER, LLC",8.71139867,13.847311,6.29475,14.37865244,-0.53134144,6.32556494,-0.03081494
AR,JEFFERSON REGIONAL MEDICAL CENTER,9.377287473,15.391856,6.12318615,14.37865244,1.01320356,6.32556494,-0.20237879
AR,JOHNSON REGIONAL MEDICAL CENTER,9.283917823,15.152054,6.17843555,14.37865244,0.77340156,6.32556494,-0.14712939
AR,LAWRENCE MEMORIAL HOSPITAL,8.63125521,13.676793,6.29475,14.37865244,-0.70185944,6.32556494,-0.03081494
AR,LEVI HOSPITAL,8.66506983,13.748739,6.29475,14.37865244,-0.62991344,6.32556494,-0.03081494
AR,LITTLE RIVER MEMORIAL HOSPITAL,8.54375437,13.490621,6.29475,14.37865244,-0.88803144,6.32556494,-0.03081494
AR,MAGNOLIA HOSPITAL,9.766347375,15.741748,6.7649309,14.37865244,1.36309556,6.32556494,0.43936596
AR,MCGEHEE HOSPITAL,8.71706217,13.859361,6.29475,14.37865244,-0.51929144,6.32556494,-0.03081494
AR,MEDICAL CENTER SOUTH ARKANSAS,10.00080914,15.96276,7.1380341,14.37865244,1.58410756,6.32556494,0.81246916
AR,MENA REGIONAL HEALTH SYSTEM,9.434256883,15.412822,6.25780155,14.37865244,1.03416956,6.32556494,-0.06776339
AR,MERCY HOSPITAL BERRYVILLE,9.03994371,14.546343,6.29475,14.37865244,0.16769056,6.32556494,-0.03081494
AR,MERCY HOSPITAL BOONEVILLE,8.94236231,14.338723,6.29475,14.37865244,-0.03992944,6.32556494,-0.03081494
AR,MERCY HOSPITAL FORT SMITH,8.680599825,14.581499,5.2208437,14.37865244,0.20284656,6.32556494,-1.10472124
AR,MERCY HOSPITAL NORTHWEST ARKANSAS,9.024288553,14.705232,6.03665575,14.37865244,0.32657956,6.32556494,-0.28890919
AR,MERCY HOSPITAL TURNER MEMORIAL,8.72091758,13.867564,6.29475,14.37865244,-0.51108844,6.32556494,-0.03081494
AR,MERCY HOSPITAL WALDRON,8.70264539,13.828687,6.29475,14.37865244,-0.54996544,6.32556494,-0.03081494
AR,NATIONAL PARK MEDICAL CENTER,9.55854351,15.089744,7.0467538,14.37865244,0.71109156,6.32556494,0.72118886
AR,NEA BAPTIST MEMORIAL HOSPITAL,8.479401113,13.768311,5.73798555,14.37865244,-0.61034144,6.32556494,-0.58757939
AR,NORTH ARKANSAS REGIONAL MEDICAL CENTER,9.10467391,14.914567,5.9852212,14.37865244,0.53591456,6.32556494,-0.34034374
AR,NORTH LOGAN MERCY HOSPITAL,8.66506983,13.748739,6.29475,14.37865244,-0.62991344,6.32556494,-0.03081494
AR,NORTH METRO MEDICAL CENTER,8.709522973,13.863143,6.26813075,14.37865244,-0.51550944,6.32556494,-0.05743419
AR,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,8.87699483,13.748739,6.90025,14.37865244,-0.62991344,6.32556494,0.57468506
AR,NORTHWEST MEDICAL CENTER-SPRINGDALE,9.996856395,15.739039,7.4271659,14.37865244,1.36038656,6.32556494,1.10160096
AR,OUACHITA COUNTY MEDICAL CENTER,9.099746998,14.775693,6.15763225,14.37865244,0.39704056,6.32556494,-0.16793269
AR,OZARK HEALTH,8.64001507,13.695431,6.29475,14.37865244,-0.68322144,6.32556494,-0.03081494
AR,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,8.51390279,13.427107,6.29475,14.37865244,-0.95154544,6.32556494,-0.03081494
AR,PIGGOTT COMMUNITY HOSPITAL,8.74553994,13.919952,6.29475,14.37865244,-0.45870044,6.32556494,-0.03081494
AR,RIVER VALLEY MEDICAL CENTER,9.04008659,14.546647,6.29475,14.37865244,0.16799456,6.32556494,-0.03081494
AR,SALINE MEMORIAL HOSPITAL,9.25580901,15.31943,5.8733626,14.37865244,0.94077756,6.32556494,-0.45220234
AR,SILOAM SPRINGS REGIONAL HOSPITAL,8.802082233,14.10774,6.20412695,14.37865244,-0.27091244,6.32556494,-0.12143799
AR,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,8.56194525,13.529325,6.29475,14.37865244,-0.84932744,6.32556494,-0.03081494
AR,SPARKS MEDICAL CENTER - VAN BUREN,8.92019878,14.315024,6.26325,14.37865244,-0.06362844,6.32556494,-0.06231494
AR,SPARKS REGIONAL MEDICAL CENTER,9.007832975,14.837271,5.8123303,14.37865244,0.45861856,6.32556494,-0.51323464
AR,ST BERNARDS MEDICAL CENTER,9.941419223,16.29648,6.52021035,14.37865244,1.91782756,6.32556494,0.19464541
AR,ST MARYS REGIONAL MEDICAL CENTER,9.450866815,15.354204,6.3839741,14.37865244,0.97555156,6.32556494,0.05840916
AR,ST VINCENT MEDICAL CENTER/NORTH,9.133130398,14.834018,6.17469125,14.37865244,0.45536556,6.32556494,-0.15087369
AR,STONE COUNTY MEDICAL CENTER,8.43335325,13.255725,6.29475,14.37865244,-1.12292744,6.32556494,-0.03081494
AR,UAMS MEDICAL CENTER,8.812137113,14.053836,6.30524055,14.37865244,-0.32481644,6.32556494,-0.02032439
AR,WADLEY REGIONAL MEDICAL CENTER AT HOPE,8.57374648,13.554434,6.29475,14.37865244,-0.82421844,6.32556494,-0.03081494
AR,WASHINGTON REGIONAL MEDICAL CENTER,10.483477,16.842453,7.3357831,14.37865244,2.46380056,6.32556494,1.01021816
AR,WHITE COUNTY MEDICAL CENTER,8.797987655,14.48051,5.6918513,14.37865244,0.10185756,6.32556494,-0.63371364
AR,WHITE RIVER MEDICAL CENTER,9.00133855,14.724984,5.9445602,14.37865244,0.34633156,6.32556494,-0.38100474
AS,LBJ TROPICAL MEDICAL CENTER,8.66506983,13.748739,6.29475,13.748739,0,6.29475,0
AZ,ABRAZO ARROWHEAD CAMPUS,9.10091138,14.818854,6.103,13.63614856,1.182705438,6.209023324,-0.106023324
AZ,ABRAZO CENTRAL CAMPUS,8.82010777,14.419725,5.8366772,13.63614856,0.783576437,6.209023324,-0.372346124
AZ,ABRAZO MARYVALE CAMPUS,8.557291913,13.566439,6.23161595,13.63614856,-0.069709562,6.209023324,0.022592626
AZ,ABRAZO SCOTTSDALE CAMPUS,8.788325423,14.161496,6.09263515,13.63614856,0.525347437,6.209023324,-0.116388174
AZ,ABRAZO WEST CAMPUS,8.808789598,14.081252,6.25886045,13.63614856,0.445103437,6.209023324,0.049837126
AZ,ARIZONA SPECIALTY HOSPITAL,8.58299483,13.748739,6.06025,13.63614856,0.112590438,6.209023324,-0.148773324
AZ,ARIZONA SPINE AND JOINT HOSPITAL,8.69965599,13.748739,6.3935676,13.63614856,0.112590438,6.209023324,0.184544276
AZ,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,8.2576518,13.448987,5.5332226,13.63614856,-0.187161563,6.209023324,-0.675800724
AZ,BANNER BAYWOOD MEDICAL CENTER,7.861943903,12.259924,5.99937035,13.63614856,-1.376224563,6.209023324,-0.209652974
AZ,BANNER BOSWELL MEDICAL CENTER,7.857513968,12.432223,5.75534045,13.63614856,-1.203925563,6.209023324,-0.453682874
AZ,BANNER CASA GRANDE MEDICAL CENTER,8.49674375,13.183049,6.5734592,13.63614856,-0.453099563,6.209023324,0.364435876
AZ,BANNER DEL E. WEBB MEDICAL CENTER,8.738310605,14.154353,5.9593277,13.63614856,0.518204438,6.209023324,-0.249695624
AZ,BANNER DESERT MEDICAL CENTER,8.377958533,13.569587,5.71500755,13.63614856,-0.066561563,6.209023324,-0.494015774
AZ,BANNER ESTRELLA MEDICAL CENTER,8.617745013,13.392819,6.63748595,13.63614856,-0.243329563,6.209023324,0.428462626
AZ,BANNER GATEWAY MEDICAL CENTER,8.353479748,13.342764,5.94965905,13.63614856,-0.293384563,6.209023324,-0.259364274
AZ,BANNER GOLDFIELD MEDICAL CENTER,8.532174755,13.304234,6.5119565,13.63614856,-0.331914563,6.209023324,0.302933176
AZ,BANNER HEART HOSPITAL,8.36198232,13.325003,5.9978026,13.63614856,-0.311145563,6.209023324,-0.211220724
AZ,BANNER IRONWOOD MEDICAL CENTER,8.57161023,13.468897,6.4035104,13.63614856,-0.167251563,6.209023324,0.194487076
AZ,BANNER PAYSON MEDICAL CENTER,8.46557233,13.467277,6.1027204,13.63614856,-0.168871563,6.209023324,-0.106302924
AZ,BANNER THUNDERBIRD MEDICAL CENTER,8.209461225,12.994912,6.0052931,13.63614856,-0.641236563,6.209023324,-0.203730224
