,Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked,TotalRanking,TotalRankingReranked
47,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,5.59170008474,6.92725269368,6.27908351988,7.88122931231,3.82687299099,6.05252365714
48,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,35058,CULLMAN,2567372000,4.27667191002,5.16227600636,5.97220796399,6.94394754827,3.19397791568,4.42174515045
49,DALE MEDICAL CENTER,OZARK,AL,36360,DALE,3347742601,5.82180474977,5.95501977269,6.22687909366,5.86884347746,3.70409299296,5.73615686957
50,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,DALLAS,3344184100,5.83679296674,3.93576678297,7.40154581898,7.71030262836,4.07005949821,6.67914147194
51,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,AL,35968,DE KALB,2568453150,2.58213417312,4.47423424689,6.85450707646,7.34345207722,2.73082158411,3.22833186564
52,COMMUNITY HOSPITAL INC,TALLASSEE,AL,36078,ELMORE,3342836541,6.87822948682,5.79048804761,6.34056604757,7.37227765766,4.26764873046,7.18826894927
53,ELMORE COMMUNITY HOSPITAL,WETUMPKA,AL,36092,ELMORE,3345674311,5.98301957456,6.10459406823,6.28628042637,8.17601591234,4.00417599565,6.50937968344
54,ATMORE COMMUNITY HOSPITAL,ATMORE,AL,36502,ESCAMBIA,2513682500,6.23035123503,5.85031776582,6.40308917275,7.84902573416,4.08174766246,6.70925832353
55,D W MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36426,ESCAMBIA,2518678061,3.57492117929,4.77338283796,6.62052705296,7.74610940407,3.10828544059,4.20094165233
56,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,35903,ETOWAH,2564944000,5.53321130855,4.48919167645,5.81402371879,5.32746304471,3.479804103,5.15823247846
57,RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,35901,ETOWAH,2565435200,7.15575280226,4.05542621939,6.75992012159,5.3650714192,4.23390246101,7.10131505589
58,FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,FAYETTE,2059325966,5.75366323778,7.25631614385,6.42818435604,8.33343060555,3.95519442813,6.3831690513
59,RED BAY HOSPITAL,RED BAY,AL,35582,FRANKLIN,2563569532,5.67171616582,6.80759325725,6.32627180298,7.08627385168,3.7844617178,5.9432426792
60,RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,4.80528551169,5.40159487921,6.84804194497,6.77144446525,3.50633280515,5.22658889167
61,WIREGRASS MEDICAL CENTER,GENEVA,AL,36340,GENEVA,3346843655,5.28053169815,5.68578604073,6.69232156608,8.38545177027,3.82259279875,6.04149490089
62,GREENE COUNTY HOSPITAL,EUTAW,AL,35462,GREENE,2053723388,5.65155771818,4.17508565582,6.2690736434,8.10079916336,3.86977510716,6.16306938846
63,HALE COUNTY HOSPITAL,GREENSBORO,AL,36744,HALE,3346243024,5.79932966687,6.32895551153,6.27678077834,7.42069562482,3.85833530431,6.13359248883
64,FLOWERS HOSPITAL,DOTHAN,AL,36305,HOUSTON,3347935000,4.23551390087,5.49133945653,6.62621341472,6.12286890522,3.19453661556,4.42318475044
65,SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,36301,HOUSTON,3347938701,4.88124885013,4.57893625377,7.24755081786,5.23242870918,3.4408438124,5.05784363518
66,HIGHLANDS MEDICAL CENTER,SCOTTSBORO,AL,35768,JACKSON,2562594444,5.86310691921,5.19219086546,6.67132163742,6.61200297341,3.86056363766,6.1393342275
67,BROOKWOOD BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,5.48468950358,4.26483023314,6.58831552557,6.54219102077,3.69922499475,5.72361351579
68,CALLAHAN EYE HOSPITAL,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,5.73773249993,4.17508565582,7.29292086833,6.10935691439,3.85652350916,6.12892404266
69,CHILDREN'S HOSPITAL OF ALABAMA,BIRMINGHAM,AL,35233,JEFFERSON,2059399100,5.69118404594,4.17508565582,6.32627180298,6.10935691439,3.69407047911,5.71033189352
70,GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,JEFFERSON,2055921000,3.13183114708,5.49133945653,6.014355519,6.41630430617,2.71822043862,3.19586253854
71,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,JEFFERSON,2054817000,6.13889298148,4.62380854243,5.74483405615,6.29672318729,3.79348229521,5.96648596917
72,PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,JEFFERSON,2057833800,3.22193501164,5.13236114725,6.65545084735,5.22139391667,2.72868264813,3.22282047686
73,ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,35205,JEFFERSON,2059397000,4.77085455434,5.83536033627,5.69068941913,5.92401744003,3.23507561475,4.52764144659
74,ST VINCENT'S EAST,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,5.87994193479,4.95287199261,6.32627180298,5.55514009026,3.70943300502,5.7499164598
75,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,6.61817677395,5.92510491359,6.11010391494,6.30910917888,4.02924279536,6.57396921778
76,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,AL,35631,LAUDERDALE,2567688400,1.8154328397,4.13021336716,6.23282056963,5.96185101436,2.21189550177,1.89121686086
77,LAWRENCE MEDICAL CENTER,MOULTON,AL,35650,LAWRENCE,2569742200,5.87037364961,4.71355311975,6.29908313224,7.57450712048,3.90370330049,6.25049204444
78,EAST ALABAMA MEDICAL CENTER,OPELIKA,AL,36801,LEE,3347493411,3.38778629152,5.31185030189,6.45404488199,7.26260533206,2.96478712482,3.8311900486
79,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611,LIMESTONE,2562339292,5.3451940645,5.25202058368,5.48127420988,6.60772417631,3.4874113233,5.17783397617
80,NORTH ALABAMA SPECIALITY HOSPITAL,ATHENS,AL,35611,LIMESTONE,2562339292,5.69118404594,4.17508565582,6.32627180298,6.10935691439,3.69407047911,5.71033189352
81,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,35801,MADISON,2568823100,5.32843809642,4.66868083109,6.36100875306,7.3977252404,3.69208812316,5.70522396393
82,HUNTSVILLE HOSPITAL,HUNTSVILLE,AL,35801,MADISON,2562651000,4.698515662,5.52125431564,5.48998166111,6.50773544414,3.23621416683,4.53057514971
83,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,DEMOPOLIS,AL,36732,MARENGO,3342894000,5.90233506642,4.84816998573,6.40592899686,7.7920501729,3.95347001673,6.37872576653
84,MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,35570,MARION,2059216200,6.36618529911,7.39093300984,6.26913406519,7.9717596509,4.12486556204,6.82036006317
85,NORTHWEST MEDICAL CENTER,WINFIELD,AL,35594,MARION,2054877736,4.76016801729,5.95501977269,6.68225798134,8.4032425582,3.6277259595,5.53938220402
86,MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,35957,MARSHALL,2565938310,2.75711072174,5.08748885859,6.31977423841,6.33928595841,2.61581125225,2.93198514949
87,MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,MOBILE,2514354700,3.88584855358,5.95501977269,5.22842244743,5.84835029136,2.82629160384,3.47432912852
88,PROVIDENCE HOSPITAL,MOBILE,AL,36608,MOBILE,2516331000,1.63193739536,4.95287199261,5.45403740983,6.12422010431,2.04250414517,1.45474675019
89,SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,36608,MOBILE,2513449630,5.03340692375,5.41655230877,5.78269166411,6.15304568475,3.3702359145,4.87590851388
90,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,MOBILE,AL,36604,MOBILE,2514151000,5.69118404594,4.17508565582,6.32627180298,6.10935691439,3.69407047911,5.71033189352
91,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,36617,MOBILE,2514717110,3.89652677251,5.68578604073,6.42545194844,7.54095234324,3.17911056628,4.38343650373
92,MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36460,MONROE,2515753111,4.8113197044,6.37382780019,6.30505146235,7.98639764097,3.5486423726,5.33560780478
93,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,7.68599986372,5.47638202698,7.13591820479,7.39479764238,4.69211744385,8.28199598488
94,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,4.88536791876,4.75842540841,7.23188814729,5.950591022,3.51185529383,5.24081866875
95,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,4.70069350639,5.22210572457,5.15389552671,5.32746304471,3.06859069837,4.09866035018
96,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,DECATUR,AL,35601,MORGAN,2563412000,3.94905110807,4.93791456305,6.11836827305,6.87458599532,3.08610800601,4.14379713495
97,PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,35447,PICKENS,2053678111,4.8480264309,7.16657156653,6.27488084873,8.41878134766,3.60112017366,5.47082716955
98,TROY REGIONAL MEDICAL CENTER,TROY,AL,36081,PIKE,3346705000,5.28932208387,4.98278685171,6.27461902098,7.92063928558,3.71675256316,5.76877673942
99,WEDOWEE HOSPITAL,WEDOWEE,AL,36278,RANDOLPH,2563572111,5.80635466044,6.49348723662,6.26703944315,7.35020807263,3.8524597214,6.11845289508
100,JACK HUGHSTON MEMORIAL HOSPITAL,PHENIX CITY,AL,36867,RUSSELL,3347323000,5.69042418688,6.71784867993,7.18325532019,5.1614907573,3.72754644384,5.79658929368
101,ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,SAINT CLAIR,2053383301,6.53555043499,6.41870008885,5.44701505517,8.39310856507,4.1071945279,6.77482717189
102,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,35007,SHELBY,2056208100,4.16934516136,4.87808484484,6.66980437915,5.92424263987,3.15639935637,4.32491660931
103,HILL HOSPITAL OF SUMTER COUNTY,YORK,AL,36925,SUMTER,2053925263,5.69118404594,4.17508565582,6.27449146387,6.10935691439,3.68630342825,5.69031856097
104,CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,TALLADEGA,2567614542,4.99034858454,4.7285105493,6.45404488199,7.54185314263,3.59367276576,5.4516374599
105,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,AL,35150,TALLADEGA,2562495000,4.50654314512,4.65372340154,5.52659055209,5.80240952252,3.09918321448,4.17748797846
106,LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,36853,TALLAPOOSA,2568257821,6.00563302146,5.20714829502,6.2582245754,8.60524682116,4.05137075147,6.63098624419
107,RUSSELL HOSPITAL,ALEXANDER CITY,AL,35010,TALLAPOOSA,2563297100,4.80427997298,5.73065832939,6.9794861915,4.60975113159,3.30950303175,4.71941830927
108,D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,4.21291917397,4.78834026752,6.10240349353,5.61234085146,3.05643929941,4.06734988337
109,WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,WALKER,2053874000,5.76651267917,5.02765914037,6.84682008211,6.45931747699,3.8353970147,6.07448747896
110,WASHINGTON COUNTY HOSPITAL,CHATOM,AL,36518,WASHINGTON,2518472223,5.69118404594,4.17508565582,6.32627180298,6.10935691439,3.69407047911,5.71033189352
111,J PAUL JONES HOSPITAL,CAMDEN,AL,36726,WILCOX,3346824131,5.4770373647,8.06401733974,6.26158134149,7.96905725273,3.79003193826,5.9575954466
112,LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,35565,WINSTON,2054857117,6.26566865436,5.65587118162,6.31112049544,8.51516688227,4.14781050793,6.87948222425
113,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,72160,ARKANSAS,8706733511,5.71441509471,7.54016761317,6.38382301378,8.12700684963,3.91317979755,6.27491010097
114,"DEWITT HOSPITAL & NURSING HOME, INC",DE WITT,AR,72042,ARKANSAS,8709463571,5.45702663735,8.09359250665,6.32627180298,8.65622649063,3.86094840852,6.14032566521
115,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,71635,ASHLEY,8703644111,5.36406927847,6.43331782621,6.32627180298,7.36222816817,3.69668956669,5.71708048724
116,BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,72653,BAXTER,8705081000,4.12536276762,5.35638289835,5.25123670815,6.35986364814,2.97068290889,3.8463816946
117,MERCY HOSPITAL NORTHWEST ARKANSAS,ROGERS,AR,72758,BENTON,4793388000,5.09613630445,4.99740458907,7.60572615152,6.48394876396,3.70030491329,5.72639613807
118,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,GRAVETTE,AR,72736,BENTON,4797875291,6.24278161821,4.23457568184,6.32627180298,7.17598789451,4.00758266672,6.51815764078
119,SILOAM SPRINGS REGIONAL HOSPITAL,SILOAM SPRINGS,AR,72761,BENTON,4795244141,5.59535053462,5.32646803925,6.42425190456,6.33621766418,3.69551600258,5.71405656875
120,NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,72601,BOONE,8704144000,4.91554056639,5.92476522139,7.29187523569,6.75936817713,3.61304581546,5.50155592868
121,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671,BRADLEY,8702263731,6.19519898104,5.95468008049,6.32627180298,7.93919017704,4.06605940604,6.66883444857
122,"EUREKA SPRINGS HOSPITAL, LLC",EUREKA SPRINGS,AR,72632,CARROLL,4792537400,5.82529447611,4.23457568184,6.32627180298,7.30682900575,3.86410909956,6.14846980667
123,MERCY HOSPITAL BERRYVILLE,BERRYVILLE,AR,72616,CARROLL,8704233355,5.06096503929,7.19614673344,6.32627180298,8.09683007011,3.65648566719,5.61348724131
124,CHICOT MEMORIAL MEDICAL CENTER,LAKE VILLAGE,AR,71653,CHICOT,8702655351,5.32160993437,4.23457568184,5.64518677641,7.10414914324,3.55279665617,5.3463121326
125,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,ARKADELPHIA,AR,71923,CLARK,8702452622,5.48361665509,6.32861581933,6.32627180298,7.77456908845,3.78275392495,5.9388422154
126,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454,CLAY,8705983881,5.72237985143,5.64057405987,6.32627180298,7.22080266411,3.81691348114,6.02686102328
127,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000,5.9814693857,7.22606159255,6.32627180298,6.55083311859,3.84707510194,6.10457836513
128,MAGNOLIA HOSPITAL,MAGNOLIA,AR,71754,COLUMBIA,8702353000,3.42900854762,5.52091462344,6.10990418736,7.89324940821,2.99168877428,3.9005074338
129,CHI ST VINCENT MORRILTON,MORRILTON,AR,72110,CONWAY,5019772300,5.75290948303,4.23457568184,6.32627180298,7.97409615336,3.90369144192,6.25046148851
130,NEA BAPTIST MEMORIAL HOSPITAL,JONESBORO,AR,72401,CRAIGHEAD,8709727000,6.32029394266,5.55082948255,8.02273048927,6.24411092666,4.19793089456,7.00862724758
131,ST BERNARDS MEDICAL CENTER,JONESBORO,AR,72401,CRAIGHEAD,8709724100,3.0356877925,5.40125518701,3.8276456367,4.73414595125,2.18594436282,1.82434865273
132,SPARKS MEDICAL CENTER - VAN BUREN,VAN BUREN,AR,72956,CRAWFORD,4794743401,5.32998696921,5.59570177121,6.55003664347,7.90090620301,3.77134123028,5.90943516531
133,CROSSRIDGE COMMUNITY HOSPITAL,WYNNE,AR,72396,CROSS,8702383300,5.92504452755,7.52521018362,6.32627180298,8.16371442473,3.98720391075,6.46564777219
134,DALLAS COUNTY MEDICAL CENTER,FORDYCE,AR,71742,DALLAS,8703526300,5.28019383296,4.23457568184,6.32627180298,7.98423014649,3.72743647246,5.79630593081
135,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639,DESHA,8703824303,6.24489661326,5.74527606674,6.32627180298,8.30986912559,4.12176391298,6.81236805499
136,MCGEHEE HOSPITAL,MCGEHEE,AR,71654,DESHA,8702225600,5.78635871589,6.68759412862,6.32627180298,7.4615413008,3.86497941898,6.15071235565
137,DREW MEMORIAL HOSPITAL,MONTICELLO,AR,71655,DREW,8703672411,6.05226613299,4.77304314576,6.38639429661,7.74799550647,4.00235849501,6.50469653596
138,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,72032,FAULKNER,5015852000,5.90316599656,4.23457568184,6.32627180298,6.19749455829,3.78237747498,5.9378722181
139,CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,72034,FAULKNER,5013293831,5.02236592456,5.29655318014,6.08651424124,6.6071330804,3.45707766594,5.0996733483
140,MERCY HOSPITAL TURNER MEMORIAL,OZARK,AR,72949,FRANKLIN,4796674138,5.77769705615,4.71321342755,6.32627180298,8.01102892831,3.91668005933,6.28392921316
141,FULTON COUNTY HOSPITAL,SALEM,AR,72576,FULTON,8708952691,4.07478286336,6.76238127639,6.32627180298,7.80812386568,3.25779673078,4.58618686605
142,CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,71903,GARLAND,5016221000,4.77736273906,4.59355399112,5.07305956413,7.08095355897,3.26056531766,4.59332067411
143,LEVI HOSPITAL,HOT SPRINGS,AR,71901,GARLAND,5016241281,5.90316599656,4.23457568184,6.32627180298,6.19749455829,3.78237747498,5.9378722181
144,NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,71901,GARLAND,5013211000,3.89586586514,5.1469788846,5.53421208949,4.55308527407,2.74639004026,3.26844705165
145,ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,72450,GREENE,8702397000,4.245587496,5.17689374371,6.0991692494,5.66196932184,3.07316763059,4.11045371527
146,WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,71801,HEMPSTEAD,8707223800,6.10833529988,5.05723430728,6.34448171522,7.27079703019,3.96937769775,6.41971503208
147,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,72104,HOT SPRING,5013321000,6.02028114908,7.09144472656,6.44317063824,7.78267628295,4.00234865494,6.50467118108
148,HOWARD MEMORIAL HOSPITAL,NASHVILLE,AR,71852,HOWARD,8708454400,5.52602425942,6.91195557192,6.32627180298,7.63584598255,3.78478446599,5.94407430332
149,WHITE RIVER MEDICAL CENTER,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,5.14769634932,5.1170640255,6.55764978896,6.30536528511,3.54457012785,5.3251148661
150,"IZARD COUNTY MEDICAL CENTER, LLC",CALICO ROCK,AR,72519,IZARD,8702973726,5.79908247546,6.97178529014,6.32627180298,8.19389120426,3.94298581917,6.35171117169
151,JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,71603,JEFFERSON,8705417100,4.30308017491,4.56363913201,5.78843341251,5.89122276632,3.0710423541,4.10497752283
