,Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked,TotalRanking,TotalRankingReranked
28,ST VINCENTS BLOUNT,ONEONTA,AL,35121,BLOUNT,2052743000,5.87917785769,6.31399808198,6.51515145188,6.33861035887,6.18357473105,6.19808188883
29,BULLOCK COUNTY HOSPITAL,UNION SPRINGS,AL,36089,BULLOCK,3347382140,5.53088579352,6.11955149778,6.27749912628,7.93685367458,6.10422422064,6.0390626945
30,GEORGIANA MEDICAL CENTER,GEORGIANA,AL,36033,BUTLER,3343762205,5.73959979898,7.48067758716,6.2928999691,8.0857107736,6.71011009253,7.25326387241
31,L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,36037,BUTLER,3343822200,6.15434751912,6.55331695484,6.57171967402,7.12523342525,6.46365547136,6.75936641547
32,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,ANNISTON,AL,36207,CALHOUN,2562355121,4.47376347385,4.83321255618,4.34421669182,5.73710156683,4.71545867172,3.25596303238
33,RMC JACKSONVILLE,JACKSONVILLE,AL,36265,CALHOUN,2567824538,5.25276024783,5.13236114725,6.28192334399,7.57000312353,5.59370933711,5.01598590449
34,STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,36201,CALHOUN,2562358900,6.54003176625,4.48919167645,6.15256029244,5.80939071779,5.63978190666,5.1083157818
35,CHEROKEE MEDICAL CENTER,CENTRE,AL,35960,CHEROKEE,2569275531,4.94911749268,6.34391294109,6.27754612101,7.86906852056,5.96342518287,5.75690005392
36,ST VINCENT'S CHILTON,CLANTON,AL,35045,CHILTON,2054927008,5.69118404594,4.17508565582,6.32627180298,6.10935691439,5.25972760004,4.34668325633
37,CHOCTAW GENERAL HOSPITAL,BUTLER,AL,36904,CHOCTAW,2054599100,5.6327804056,4.17508565582,6.32627180298,7.44141401076,5.37103194456,4.56973824487
38,GROVE HILL MEMORIAL HOSPITAL,GROVE HILL,AL,36451,CLARKE,2512753191,5.6036498596,5.80544547716,6.29151026794,7.8539801308,6.00753530456,5.84529716663
39,JACKSON MEDICAL CENTER,JACKSON,AL,36545,CLARKE,2512469021,5.09862430752,6.47852980707,6.27131596315,8.16227872166,6.09835805961,6.02730685076
40,CLAY COUNTY HOSPITAL,ASHLAND,AL,36251,CLAY,2563542131,4.83178753475,5.71570089984,6.3115300209,8.43071693956,5.74510936006,5.31939302246
41,MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,36330,COFFEE,3343470584,4.29059895061,4.71355311975,6.74225681843,6.86422680234,5.07431822938,3.97512107491
42,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,AL,35660,COLBERT,2563864556,4.82797227157,5.40159487921,6.58831552557,5.92987263606,5.41732227399,4.6625045151
43,SHOALS HOSPITAL,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,5.22755722323,5.37168002011,6.20713459552,6.07264933929,5.51304908951,4.8543419841
44,EVERGREEN MEDICAL CENTER,EVERGREEN,AL,36401,CONECUH,2515782480,6.11675209526,5.55116917475,6.31592067094,8.32960220815,6.15581879771,6.14245872857
45,ANDALUSIA REGIONAL HOSPITAL,ANDALUSIA,AL,36420,COVINGTON,3342228466,7.11978943336,4.6985956902,6.56953106253,7.36709806118,6.15403388683,6.13888174982
46,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,3.5713060623,5.92510491359,6.6100203751,6.83742802049,5.23639997427,4.29993446749
47,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,5.59170008474,6.92725269368,6.27908351988,7.88122931231,6.42459275112,6.68108434432
48,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,35058,CULLMAN,2567372000,4.27667191002,5.16227600636,5.97220796399,6.94394754827,5.12983141806,4.08637004475
49,DALE MEDICAL CENTER,OZARK,AL,36360,DALE,3347742601,5.82180474977,5.95501977269,6.22687909366,5.86884347746,5.93722540772,5.70439544978
50,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,DALLAS,3344184100,5.83679296674,3.93576678297,7.40154581898,7.71030262836,5.54597204182,4.92031990062
51,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,AL,35968,DE KALB,2568453150,2.58213417312,4.47423424689,6.85450707646,7.34345207722,4.40865942669,2.64113436255
52,COMMUNITY HOSPITAL INC,TALLASSEE,AL,36078,ELMORE,3342836541,6.87822948682,5.79048804761,6.34056604757,7.37227765766,6.43908174831,6.71012043556
53,ELMORE COMMUNITY HOSPITAL,WETUMPKA,AL,36092,ELMORE,3345674311,5.98301957456,6.10459406823,6.28628042637,8.17601591234,6.29339877124,6.41817033312
54,ATMORE COMMUNITY HOSPITAL,ATMORE,AL,36502,ESCAMBIA,2513682500,6.23035123503,5.85031776582,6.40308917275,7.84902573416,6.27561682465,6.38253513927
55,D W MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36426,ESCAMBIA,2518678061,3.57492117929,4.77338283796,6.62052705296,7.74610940407,4.89830400482,3.62238685761
56,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,35903,ETOWAH,2564944000,5.53321130855,4.48919167645,5.81402371879,5.32746304471,5.16325098166,4.15334317511
57,RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,35901,ETOWAH,2565435200,7.15575280226,4.05542621939,6.75992012159,5.3650714192,5.75468729328,5.33858729375
58,FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,FAYETTE,2059325966,5.75366323778,7.25631614385,6.42818435604,8.33343060555,6.67631298207,7.18553413447
59,RED BAY HOSPITAL,RED BAY,AL,35582,FRANKLIN,2563569532,5.67171616582,6.80759325725,6.32627180298,7.08627385168,6.33730918927,6.50616723777
60,RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,4.80528551169,5.40159487921,6.84804194497,6.77144446525,5.53193088486,4.89218128556
61,WIREGRASS MEDICAL CENTER,GENEVA,AL,36340,GENEVA,3346843655,5.28053169815,5.68578604073,6.69232156608,8.38545177027,5.95476256402,5.73954008152
62,GREENE COUNTY HOSPITAL,EUTAW,AL,35462,GREENE,2053723388,5.65155771818,4.17508565582,6.2690736434,8.10079916336,5.4354322281,4.69879703921
63,HALE COUNTY HOSPITAL,GREENSBORO,AL,36744,HALE,3346243024,5.79932966687,6.32895551153,6.27678077834,7.42069562482,6.23169362114,6.2945126124
64,FLOWERS HOSPITAL,DOTHAN,AL,36305,HOUSTON,3347935000,4.23551390087,5.49133945653,6.62621341472,6.12286890522,5.25378891176,4.33478206726
65,SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,36301,HOUSTON,3347938701,4.88124885013,4.57893625377,7.24755081786,5.23242870918,5.15794490756,4.14270975102
66,HIGHLANDS MEDICAL CENTER,SCOTTSBORO,AL,35768,JACKSON,2562594444,5.86310691921,5.19219086546,6.67132163742,6.61200297341,5.80763521221,5.44469543806
67,BROOKWOOD BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,5.48468950358,4.26483023314,6.58831552557,6.54219102077,5.29853633218,4.42445633285
68,CALLAHAN EYE HOSPITAL,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,5.73773249993,4.17508565582,7.29292086833,6.10935691439,5.42218063009,4.67224070798
69,CHILDREN'S HOSPITAL OF ALABAMA,BIRMINGHAM,AL,35233,JEFFERSON,2059399100,5.69118404594,4.17508565582,6.32627180298,6.10935691439,5.25972760004,4.34668325633
70,GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,JEFFERSON,2055921000,3.13183114708,5.49133945653,6.014355519,6.41630430617,4.77747273482,3.38023981777
71,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,JEFFERSON,2054817000,6.13889298148,4.62380854243,5.74483405615,6.29672318729,5.52741049862,4.88312238758
72,PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,JEFFERSON,2057833800,3.22193501164,5.13236114725,6.65545084735,5.22139391667,4.65331807835,3.13143267913
73,ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,35205,JEFFERSON,2059397000,4.77085455434,5.83536033627,5.69068941913,5.92401744003,5.42333574085,4.67455556116
74,ST VINCENT'S EAST,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,5.87994193479,4.95287199261,6.32627180298,5.55514009026,5.56676000225,4.96197917542
75,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,6.61817677395,5.92510491359,6.11010391494,6.30910917888,6.25115713796,6.33351768934
76,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,AL,35631,LAUDERDALE,2567688400,1.8154328397,4.13021336716,6.23282056963,5.96185101436,3.76072551445,1.34266850297
77,LAWRENCE MEDICAL CENTER,MOULTON,AL,35650,LAWRENCE,2569742200,5.87037364961,4.71355311975,6.29908313224,7.57450712048,5.67128572039,5.17144973083
78,EAST ALABAMA MEDICAL CENTER,OPELIKA,AL,36801,LEE,3347493411,3.38778629152,5.31185030189,6.45404488199,7.26260533206,4.95673098803,3.73947510002
79,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611,LIMESTONE,2562339292,5.3451940645,5.25202058368,5.48127420988,6.60772417631,5.45691904218,4.74185682354
80,NORTH ALABAMA SPECIALITY HOSPITAL,ATHENS,AL,35611,LIMESTONE,2562339292,5.69118404594,4.17508565582,6.32627180298,6.10935691439,5.25972760004,4.34668325633
81,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,35801,MADISON,2568823100,5.32843809642,4.66868083109,6.36100875306,7.3977252404,5.44284343481,4.71364916953
82,HUNTSVILLE HOSPITAL,HUNTSVILLE,AL,35801,MADISON,2562651000,4.698515662,5.52125431564,5.48998166111,6.50773544414,5.3066845352,4.44078541091
83,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,DEMOPOLIS,AL,36732,MARENGO,3342894000,5.90233506642,4.84816998573,6.40592899686,7.7920501729,5.77153376138,5.37234777961
84,MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,35570,MARION,2059216200,6.36618529911,7.39093300984,6.26913406519,7.9717596509,6.89646544072,7.62672180201
85,NORTHWEST MEDICAL CENTER,WINFIELD,AL,35594,MARION,2054877736,4.76016801729,5.95501977269,6.68225798134,8.4032425582,5.86085837426,5.55135517228
86,MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,35957,MARSHALL,2565938310,2.75711072174,5.08748885859,6.31977423841,6.33928595841,4.52361957423,2.87151561588
87,MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,MOBILE,2514354700,3.88584855358,5.95501977269,5.22842244743,5.84835029136,5.0594240186,3.9452729317
88,PROVIDENCE HOSPITAL,MOBILE,AL,36608,MOBILE,2516331000,1.63193739536,4.95287199261,5.45403740983,6.12422010431,3.89983114239,1.6214375338
89,SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,36608,MOBILE,2513449630,5.03340692375,5.41655230877,5.78269166411,6.15304568475,5.40144303028,4.63068235634
90,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,MOBILE,AL,36604,MOBILE,2514151000,5.69118404594,4.17508565582,6.32627180298,6.10935691439,5.25972760004,4.34668325633
91,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,36617,MOBILE,2514717110,3.89652677251,5.68578604073,6.42545194844,7.54095234324,5.31128033156,4.44999543149
92,MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36460,MONROE,2515753111,4.8113197044,6.37382780019,6.30505146235,7.98639764097,5.93882779767,5.70760665483
93,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,7.68599986372,5.47638202698,7.13591820479,7.39479764238,6.74576070397,7.32470804435
94,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,4.88536791876,4.75842540841,7.23188814729,5.950591022,5.29626482198,4.41990420432
95,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,4.70069350639,5.22210572457,5.15389552671,5.32746304471,5.02688034509,3.88005509357
96,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,DECATUR,AL,35601,MORGAN,2563412000,3.94905110807,4.93791456305,6.11836827305,6.87458599532,4.93782596716,3.70158925438
97,PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,35447,PICKENS,2053678111,4.8480264309,7.16657156653,6.27488084873,8.41878134766,6.28858451111,6.40852250903
98,TROY REGIONAL MEDICAL CENTER,TROY,AL,36081,PIKE,3346705000,5.28932208387,4.98278685171,6.27461902098,7.92063928558,5.58529763255,4.99912876678
99,WEDOWEE HOSPITAL,WEDOWEE,AL,36278,RANDOLPH,2563572111,5.80635466044,6.49348723662,6.26703944315,7.35020807263,6.28751743513,6.40638407839
100,JACK HUGHSTON MEMORIAL HOSPITAL,PHENIX CITY,AL,36867,RUSSELL,3347323000,5.69042418688,6.71784867993,7.18325532019,5.1614907573,6.24673969881,6.32466509834
101,ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,SAINT CLAIR,2053383301,6.53555043499,6.41870008885,5.44701505517,8.39310856507,6.51420706122,6.86067229303
102,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,35007,SHELBY,2056208100,4.16934516136,4.87808484484,6.66980437915,5.92424263987,4.98568117318,3.79749155252
103,HILL HOSPITAL OF SUMTER COUNTY,YORK,AL,36925,SUMTER,2053925263,5.69118404594,4.17508565582,6.27449146387,6.10935691439,5.25196054918,4.33111801088
104,CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,TALLADEGA,2567614542,4.99034858454,4.7285105493,6.45404488199,7.54185314263,5.36686422175,4.56138608785
105,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,AL,35150,TALLADEGA,2562495000,4.50654314512,4.65372340154,5.52659055209,5.80240952252,4.84432949006,3.51422140527
106,LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,36853,TALLAPOOSA,2568257821,6.00563302146,5.20714829502,6.2582245754,8.60524682116,6.0040513621,5.83831531208
107,RUSSELL HOSPITAL,ALEXANDER CITY,AL,35010,TALLAPOOSA,2563297100,4.80427997298,5.73065832939,6.9794861915,4.60975113159,5.45849990527,4.74502488854
108,D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,4.21291917397,4.78834026752,6.10240349353,5.61234085146,4.85206689973,3.52972724948
109,WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,WALKER,2053874000,5.76651267917,5.02765914037,6.84682008211,6.45931747699,5.72076919234,5.27061508971
110,WASHINGTON COUNTY HOSPITAL,CHATOM,AL,36518,WASHINGTON,2518472223,5.69118404594,4.17508565582,6.32627180298,6.10935691439,5.25972760004,4.34668325633
111,J PAUL JONES HOSPITAL,CAMDEN,AL,36726,WILCOX,3346824131,5.4770373647,8.06401733974,6.26158134149,7.96905725273,6.81403844066,7.4615372925
112,LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,35565,WINSTON,2054857117,6.26566865436,5.65587118162,6.31112049544,8.51516688227,6.26876220103,6.36879840691
113,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,72160,ARKANSAS,8706733511,5.71441509471,7.54016761317,6.38382301378,8.12700684963,6.74074265249,7.31465182039
114,"DEWITT HOSPITAL & NURSING HOME, INC",DE WITT,AR,72042,ARKANSAS,8709463571,5.45702663735,8.09359250665,6.32627180298,8.65622649063,6.89604559851,7.62588043413
115,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,71635,ASHLEY,8703644111,5.36406927847,6.43331782621,6.32627180298,7.36222816817,6.10918375152,6.0490016426
116,BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,72653,BAXTER,8705081000,4.12536276762,5.35638289835,5.25123670815,6.35986364814,4.97932649578,3.78475671722
117,MERCY HOSPITAL NORTHWEST ARKANSAS,ROGERS,AR,72758,BENTON,4793388000,5.09613630445,4.99740458907,7.60572615152,6.48394876396,5.57433163419,4.97715279946
118,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,GRAVETTE,AR,72736,BENTON,4797875291,6.24278161821,4.23457568184,6.32627180298,7.17598789451,5.59554854741,5.01967169983
119,SILOAM SPRINGS REGIONAL HOSPITAL,SILOAM SPRINGS,AR,72761,BENTON,4795244141,5.59535053462,5.32646803925,6.42425190456,6.33621766418,5.6929415173,5.21484815837
120,NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,72601,BOONE,8704144000,4.91554056639,5.92476522139,7.29187523569,6.75936817713,5.83483277348,5.49919961528
121,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671,BRADLEY,8702263731,6.19519898104,5.95468008049,6.32627180298,7.93919017704,6.29906443622,6.42952438084
122,"EUREKA SPRINGS HOSPITAL, LLC",EUREKA SPRINGS,AR,72632,CARROLL,4792537400,5.82529447611,4.23457568184,6.32627180298,7.30682900575,5.45207498025,4.73214927634
123,MERCY HOSPITAL BERRYVILLE,BERRYVILLE,AR,72616,CARROLL,8704233355,5.06096503929,7.19614673344,6.32627180298,8.09683007011,6.35504069223,6.5417013421
124,CHICOT MEMORIAL MEDICAL CENTER,LAKE VILLAGE,AR,71653,CHICOT,8702655351,5.32160993437,4.23457568184,5.64518677641,7.10414914324,5.14076253686,4.10827611309
125,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,ARKADELPHIA,AR,71923,CLARK,8702452622,5.48361665509,6.32861581933,6.32627180298,7.77456908845,6.1559848572,6.14279151341
126,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454,CLAY,8705983881,5.72237985143,5.64057405987,6.32627180298,7.22080266411,5.9321287536,5.69418170537
127,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000,5.9814693857,7.22606159255,6.32627180298,6.55083311859,6.55684819915,6.946125548
128,MAGNOLIA HOSPITAL,MAGNOLIA,AR,71754,COLUMBIA,8702353000,3.42900854762,5.52091462344,6.10990418736,7.89324940821,5.06203175807,3.95049886695
129,CHI ST VINCENT MORRILTON,MORRILTON,AR,72110,CONWAY,5019772300,5.75290948303,4.23457568184,6.32627180298,7.97409615336,5.49165732261,4.81147267525
130,NEA BAPTIST MEMORIAL HOSPITAL,JONESBORO,AR,72401,CRAIGHEAD,8709727000,6.32029394266,5.55082948255,8.02273048927,6.24411092666,6.27949195051,6.39030092918
131,ST BERNARDS MEDICAL CENTER,JONESBORO,AR,72401,CRAIGHEAD,8709724100,3.0356877925,5.40125518701,3.8276456367,4.73414595125,4.21141505795,2.2458547299
132,SPARKS MEDICAL CENTER - VAN BUREN,VAN BUREN,AR,72956,CRAWFORD,4794743401,5.32998696921,5.59570177121,6.55003664347,7.90090620301,5.86972939448,5.56913278304
133,CROSSRIDGE COMMUNITY HOSPITAL,WYNNE,AR,72396,CROSS,8702383300,5.92504452755,7.52521018362,6.32627180298,8.16371442473,6.80915772961,7.45175630009
134,DALLAS COUNTY MEDICAL CENTER,FORDYCE,AR,71742,DALLAS,8703526300,5.28019383296,4.23457568184,6.32627180298,7.98423014649,5.31540235315,4.45825600284
135,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639,DESHA,8703824303,6.24489661326,5.74527606674,6.32627180298,8.30986912559,6.27624243801,6.38378887453
136,MCGEHEE HOSPITAL,MCGEHEE,AR,71654,DESHA,8702225600,5.78635871589,6.68759412862,6.32627180298,7.4615413008,6.37282721722,6.5773457111
137,DREW MEMORIAL HOSPITAL,MONTICELLO,AR,71655,DREW,8703672411,6.05226613299,4.77304314576,6.38639429661,7.74799550647,5.79224967467,5.41386267125
138,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,72032,FAULKNER,5015852000,5.90316599656,4.23457568184,6.32627180298,6.19749455829,5.37034335567,4.56835830606
139,CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,72034,FAULKNER,5013293831,5.02236592456,5.29655318014,6.08651424124,6.6071330804,5.44328510849,4.71453428787
140,MERCY HOSPITAL TURNER MEMORIAL,OZARK,AR,72949,FRANKLIN,4796674138,5.77769705615,4.71321342755,6.32627180298,8.01102892831,5.68413509466,5.19720000179
141,FULTON COUNTY HOSPITAL,SALEM,AR,72576,FULTON,8708952691,4.07478286336,6.76238127639,6.32627180298,7.80812386568,5.79368970942,5.41674851489
142,CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,71903,GARLAND,5016221000,4.77736273906,4.59355399112,5.07305956413,7.08095355897,4.98314806433,3.79241517776
143,LEVI HOSPITAL,HOT SPRINGS,AR,71901,GARLAND,5016241281,5.90316599656,4.23457568184,6.32627180298,6.19749455829,5.37034335567,4.56835830606
144,NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,71901,GARLAND,5013211000,3.89586586514,5.1469788846,5.53421208949,4.55308527407,4.67650712199,3.17790374802
145,ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,72450,GREENE,8702397000,4.245587496,5.17689374371,6.0991692494,5.66196932184,5.01450278448,3.85525034178
146,WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,71801,HEMPSTEAD,8707223800,6.10833529988,5.05723430728,6.34448171522,7.27079703019,5.86584056299,5.56133952691
147,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,72104,HOT SPRING,5013321000,6.02028114908,7.09144472656,6.44317063824,7.78267628295,6.6616404274,7.15613019225
148,HOWARD MEMORIAL HOSPITAL,NASHVILLE,AR,71852,HOWARD,8708454400,5.52602425942,6.91195557192,6.32627180298,7.63584598255,6.37676780546,6.58524268824
149,WHITE RIVER MEDICAL CENTER,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,5.14769634932,5.1170640255,6.55764978896,6.30536528511,5.46346913741,4.75498327806
150,"IZARD COUNTY MEDICAL CENTER, LLC",CALICO ROCK,AR,72519,IZARD,8702973726,5.79908247546,6.97178529014,6.32627180298,8.19389120426,6.55740530297,6.94724198949
151,JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,71603,JEFFERSON,8705417100,4.30308017491,4.56363913201,5.78843341251,5.89122276632,4.7824070286,3.39012819048
